Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
42945266,Racnetul (Racnetul #1),Emma Clayton,"Clayton, Emma",,"=""""","=""9786066092869""",5,4.05,RAO,Hardcover,346,2012,2008,2022/01/02,2021/12/22,,,read,,,,1,0
56291377,Legiunea de Abur,Ștefan Ciocioi,"Ciocioi, Ștefan",,"=""""","=""9786069706138""",0,4.20,Editura UP,Paperback,410,2020,,,2021/12/31,to-read,to-read (#510),to-read,,,,0,0
53194523,"Rezistența (Cele Douăsprezece Încuietori, #2)",Ștefan Ciocioi,"Ciocioi, Ștefan",,"=""""","=""9786069479629""",0,4.78,Editura UP,Paperback,268,2020,,,2021/12/31,to-read,to-read (#509),to-read,,,,0,0
53194462,"Încleștarea Epocilor (Cele Douăsprezece Încuietori, #1)",Ștefan Ciocioi,"Ciocioi, Ștefan",,"=""""","=""9786069479612""",0,4.64,Editura UP,Paperback,330,2020,,,2021/12/31,to-read,to-read (#508),to-read,,,,0,0
37776896,Cele douăsprezece încuietori,Ștefan Ciocioi,"Ciocioi, Ștefan",,"=""""","=""9786068894485""",0,4.25,Librex,Paperback,330,2017,2017,,2021/12/31,to-read,to-read (#507),to-read,,,,0,0
44510181,"Malorie (Bird Box, #2)",Josh Malerman,"Malerman, Josh",,"=""""","=""""",5,3.80,Del Rey,Kindle Edition,301,2020,2020,,2020/12/21,,,read,,,,2,0
40535559,"Suspicious Minds (Stranger Things, #1)",Gwenda Bond,"Bond, Gwenda",,"=""""","=""""",5,3.60,Cornerstone Digital,Kindle Edition,304,2019,2019,,2020/12/21,,,read,,,,1,0
50268882,Cainele negru (Romanian Edition),Stephen Booth,"Booth, Stephen",,"=""9731037225""","=""9789731037226""",5,3.83,Editura Rao,Paperback,0,2008,2000,2020/03/07,2020/03/02,,,read,,,,1,0
45152448,Pacienta tăcută,Alex Michaelides,"Michaelides, Alex",Dana-Ligia Ilin,"=""6063336060""","=""9786063336065""",4,4.18,Litera,Paperback,368,2019,2018,2021/07/12,2020/03/02,,,read,,,,1,0
52115910,Moartea doamnei  Westaway,Ruth Ware,"Ware, Ruth",Tudor Calin Zarojanu,"=""6064006552""","=""9786064006554""",4,3.81,Editura Trei,Paperback,464,2019,2018,2021/05/07,2020/03/02,,,read,,,,1,0
27280362,"The Grisha Trilogy (The Shadow and Bone Trilogy, #1-3)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627799540""","=""9781627799546""",0,4.30,Henry Holt and Co. (BYR),ebook,1248,2015,2014,,2021/04/28,to-read,to-read (#506),to-read,,,,0,0
25078113,"Omul-Pasare (Jack Caffery, #1)",Mo Hayder,"Hayder, Mo",,"=""9731035591""","=""9789731035598""",3,3.89,RAO,Paperback,384,2008,1999,2021/04/20,2020/11/22,,,read,,,,1,0
54811969,Cadere libera,Jessica Barry,"Barry, Jessica",,"=""""","=""""",3,3.80,RAO,Paperback,416,2020,2019,2021/04/13,2021/04/05,,,read,,,,1,0
28637228,Răzbunătorul. Legenda lui Hugh Glass,Michael Punke,"Punke, Michael",,"=""6067196263""","=""9786067196269""",4,3.96,Trei,Paperback,342,2016,2002,2021/04/05,2020/03/02,,,read,,,,1,0
27192797,Marțianul,Andy Weir,"Weir, Andy",Iulia Anania,"=""""","=""9786068673226""",5,4.41,Editura Paladin,Paperback,424,2016,2011,2021/04/01,2020/03/02,,,read,,,,1,0
51807232,"Troubled Blood (Cormoran Strike, #5)",Robert Galbraith,"Galbraith, Robert",,"=""0751579939""","=""9780751579932""",0,4.37,Generic,Hardcover,944,2020,2020,,2021/03/30,to-read,to-read (#505),to-read,,,,0,0
31836622,Conferia Sfantului Giulgiu,Julia Navarro,"Navarro, Julia",,"=""9731037073""","=""""",3,3.60,RAO,Paperback,384,2004,2004,,2021/03/06,,,read,,,,1,0
5983775,Furor,Markus C. Schulte von Drach,"Drach, Markus C. Schulte von",,"=""3423244402""","=""9783423244404""",0,3.56,Deutscher Taschenbuch Verlag,Paperback,359,2005,2005,,2020/03/02,to-read,to-read (#504),to-read,,,,0,0
28363284,Daneza,David Ebershoff,"Ebershoff, David",,"=""606776072X""","=""9786067760729""",0,3.76,Rao Books,Hardcover,374,2015,2000,,2020/03/02,to-read,to-read (#503),to-read,,,,0,0
17853732,"Atracția (Crossfire, #1)",Sylvia Day,"Day, Sylvia",,"=""""","=""9786068494944""",0,4.14,Litera,Paperback,444,2013,2012,,2020/03/02,to-read,to-read (#502),to-read,,,,0,0
7712645,O mie de fărâme,James Frey,"Frey, James",Carmen Săndulescu,"=""9736891593""","=""9789736891595""",0,3.68,Humanitas Fiction,Paperback,536,2007,2003,,2020/03/02,to-read,to-read (#501),to-read,,,,0,0
49861575,Ahivele,Toby Ball,"Ball, Toby",,"=""6066095285""","=""9786066095280""",0,3.37,RAO,Paperback,416,2014,2010,,2020/11/20,to-read,to-read (#500),to-read,,,,0,0
52303792,Oracolul Lunei,Frédéric Lenoir,"Lenoir, Frédéric",,"=""9731036199""","=""9789731036199""",0,4.06,Editura Rao,Paperback,0,2008,2006,,2020/12/21,to-read,to-read (#499),to-read,,,,0,0
28807854,Echinox,Michael  White,"White, Michael",,"=""9731030794""","=""9789731030791""",2,3.33,RAO,Hardcover,313,2006,2006,2020/03/07,2020/03/02,,,read,,,,1,0
13553274,Îngeri şi demoni,Dan       Brown,"Brown, Dan",,"=""9731030336""","=""""",4,3.94,Rao,Hardcover,544,2004,2000,2020/03/07,2020/03/02,,,read,,,,1,0
39708128,"Sălașul morții (Ben Cooper & Diane Fry, #6)",Stephen Booth,"Booth, Stephen",,"=""9735769476""","=""9789735769475""",3,3.82,RAO,Paperback,448,2006,2005,2020/12/21,2020/03/02,,,read,,,,1,0
45719233,"Judecata strainilor (Roth, #2)",Andrew  Taylor,"Taylor, Andrew",,"=""""","=""""",2,3.86,,,,,1997,2021/03/02,2020/11/24,,,read,,,,1,0
10222365,"Renegade (MILA 2.0, #2)",Debra Driza,"Driza, Debra",,"=""0062090399""","=""9780062090393""",2,3.87,Katherine Tegen Books,Hardcover,448,2014,2014,,2021/03/17,,,read,,,,1,0
35130715,"Roboții I. Eu, Robotul (Roboții, #1)",Isaac Asimov,"Asimov, Isaac",Antuza Genescu,"=""6068673472""","=""9786068673479""",5,4.21,Editura Paladin,Hardcover,280,2017,1950,2021/03/25,2021/03/17,,,read,,,,1,0
18585534,Ruinele,Scott        Smith,"Smith, Scott",,"=""""","=""""",2,3.67,RAO,Paperback,416,2008,2006,2020/03/07,2020/03/02,,,read,,,,1,0
15817619,Corsarul. Falk,Joseph Conrad,"Conrad, Joseph",Virgil Stanciu,"=""""","=""9789731430591""",4,3.64,Nemira,Paperback,448,2007,,2020/03/07,2020/03/02,,,read,,,,1,0
23213466,"Cavalerii în alb și negru (Trilogia Templierilor, #1)",Jack Whyte,"Whyte, Jack",,"=""""","=""9789731430317""",3,3.78,NEMIRA,Paperback,640,2007,2006,2020/03/07,2020/03/02,,,read,,,,1,0
25295074,Ultimul Templier,Raymond Khoury,"Khoury, Raymond",Maria Aurelia Cotfas,"=""9735698323""","=""9789735698324""",4,3.62,Editora Numira,Paperback,0,2006,2005,2020/03/07,2020/03/02,,,read,,,,1,0
376008,The Sanctuary,Raymond Khoury,"Khoury, Raymond",,"=""052595029X""","=""9780525950295""",3,3.67,Dutton,Hardcover,432,2007,2007,2020/03/07,2020/03/02,,,read,,,,1,0
23451652,Mantisa,John Fowles,"Fowles, John",Angela Jianu,"=""9734642340""","=""9789734642342""",3,3.16,Polirom,Paperback,228,2014,1982,2020/03/07,2020/03/02,,,read,,,,1,0
22554472,17,Kenzaburō Ōe,"Ōe, Kenzaburō",Roman Paşca,"=""973464534X""","=""9789734645343""",3,3.29,Polirom,Paperback,104,2014,1961,2020/03/07,2020/03/02,,,read,,,,1,0
19141088,Sunt o legendă,Richard Matheson,"Matheson, Richard",,"=""9731036229""","=""9789731036229""",3,4.06,RAO International Publishing Company,Paperback,377,2008,1954,2020/03/07,2020/03/02,,,read,,,,1,0
17881945,"Nici un ban in plus, nici un ban in minus",Jeffrey Archer,"Archer, Jeffrey",,"=""9735768887""","=""""",2,4.04,RAO International Publishing Company,Paperback,256,2005,1976,2020/03/07,2020/03/02,,,read,,,,1,0
34504727,"Low, Vol. 4: Outer Aspects of Inner Attitudes",Rick Remender,"Remender, Rick","Greg Tocchini, Dave McCaig","=""1534302298""","=""9781534302297""",0,3.79,Image Comics,Paperback,136,2017,2017,,2021/03/17,to-read,to-read (#498),to-read,,,,0,0
28116220,"Low, Vol. 3: Shore of the Dying Light",Rick Remender,"Remender, Rick","Greg Tocchini, Dave McCaig","=""163215708X""","=""9781632157089""",0,3.93,Image Comics,Paperback,128,2016,2016,,2021/03/17,to-read,to-read (#497),to-read,,,,0,0
25732455,"Low, Vol. 2: Before the Dawn Burns Us",Rick Remender,"Remender, Rick","Greg Tocchini, Dave McCaig","=""1632154692""","=""9781632154699""",0,3.91,Image Comics,Paperback,104,2015,2015,,2021/03/17,to-read,to-read (#496),to-read,,,,0,0
23200006,"Low, Vol. 1: The Delirium of Hope",Rick Remender,"Remender, Rick","Greg Tocchini, Dave McCaig","=""1632151944""","=""9781632151940""",0,3.62,Image Comics,Paperback,144,2015,2015,,2021/03/17,to-read,to-read (#495),to-read,,,,0,0
10222362,"MILA 2.0 (MILA 2.0, #1)",Debra Driza,"Driza, Debra",,"=""0062090364""","=""9780062090362""",0,3.69,Katherine Tegen Books,Hardcover,470,2013,2013,,2021/03/06,to-read,to-read (#494),to-read,,,,0,0
16118288,"Origins: The Fire (MILA 2.0, #0.5)",Debra Driza,"Driza, Debra",,"=""0062262939""","=""9780062262936""",0,3.58,Katherine Tegen Books,ebook,15,2013,2013,,2021/03/17,to-read,to-read (#493),to-read,,,,0,0
10222388,"Redemption (MILA 2.0, #3)",Debra Driza,"Driza, Debra",,"=""0062090429""","=""9780062090423""",0,3.66,Katherine Tegen Books,Hardcover,408,2016,2016,,2021/03/17,to-read,to-read (#492),to-read,,,,0,0
30140756,"Rebellion (The 100, #4)",Kass Morgan,"Morgan, Kass",,"=""""","=""""",0,3.73,"Little, Brown Books for Young Readers",Paperback,352,2016,2016,,2021/03/13,to-read,to-read (#491),to-read,,,,0,0
23264825,"Homecoming (The 100, #3)",Kass Morgan,"Morgan, Kass",,"=""0316381969""","=""9780316381963""",0,3.69,"Little, Brown Books for Young Readers",Paperback,345,2015,2015,,2021/03/13,to-read,to-read (#490),to-read,,,,0,0
20454076,"Day 21 (The 100, #2)",Kass Morgan,"Morgan, Kass",,"=""0316234559""","=""9780316234559""",0,3.72,"Little, Brown Books for Young Readers",Hardcover,320,2014,2014,,2021/03/13,to-read,to-read (#489),to-read,,,,0,0
17332969,"The 100 (The 100, #1)",Kass Morgan,"Morgan, Kass",,"=""0316234478""","=""9780316234474""",0,3.57,"Little, Brown and Company",Hardcover,323,2013,2013,,2021/03/13,to-read,to-read (#488),to-read,,,,0,0
17860801,Obsesia,Karin Slaughter,"Slaughter, Karin",,"=""""","=""9789731037202""",5,4.05,RAO International Publishing Company,Paperback,416,2008,2003,2021/03/10,2020/12/21,,,read,,,,1,0
279501,"Rise of the Horde (World of Warcraft, #2)",Christie Golden,"Golden, Christie",,"=""0743471385""","=""9780743471381""",5,4.18,Pocket Star,Mass Market Paperback,368,2006,,2021/03/03,2021/02/21,,,read,,,,1,0
1055081,The Vanishment,Jonathan Aycliffe,"Aycliffe, Jonathan",,"=""0061006580""","=""9780061006586""",5,3.75,HarperTorch,Mass Market Paperback,227,1994,1994,2021/02/25,2020/03/02,,,read,,,,1,0
56962181,World of Warcraft: Grimoire of the Shadowlands and Beyond (World of Warcraft),Sean Copeland,"Copeland, Sean",,"=""1950366502""","=""9781950366507""",0,3.73,Blizzard Entertainment,Hardcover,208,2021,2021,,2021/02/21,to-read,to-read (#487),to-read,,,,0,0
51301975,"Shadows Rising (World of Warcraft, #17)",Madeleine Roux,"Roux, Madeleine",,"=""0399594132""","=""""",0,3.64,Random House Worlds,Kindle Edition,259,2020,2020,,2021/02/21,to-read,to-read (#486),to-read,,,,0,0
36467381,"Before the Storm (World of Warcraft, #15)",Christie Golden,"Golden, Christie",,"=""0399594094""","=""9780399594090""",0,3.95,Del Rey,Hardcover,281,2018,2018,,2021/02/21,to-read,to-read (#485),to-read,,,,0,0
44575043,"The Shining Blade (World of Warcraft: Traveler, #3)",Madeleine Roux,"Roux, Madeleine",,"=""1338538942""","=""9781338538946""",0,3.81,Scholastic Inc.,Paperback,400,2019,2019,,2021/02/21,to-read,to-read (#484),to-read,,,,0,0
35782646,"The Spiral Path (World of Warcraft: Traveler, #2)",Greg Weisman,"Weisman, Greg",Aquatic Moon,"=""1338029371""","=""9781338029376""",0,4.22,Scholastic Inc.,Paperback,432,2018,2018,,2021/02/21,to-read,to-read (#483),to-read,,,,0,0
31129156,"Traveler (World of Warcraft: Traveler, #1)",Greg Weisman,"Weisman, Greg",,"=""0545906687""","=""9780545906685""",0,4.08,Scholastic Inc.,Kindle Edition,384,2016,2016,,2021/02/21,to-read,to-read (#482),to-read,,,,0,0
27038915,Warcraft: Durotan,Christie Golden,"Golden, Christie",,"=""1783299606""","=""9781783299607""",0,4.04,Titan Books,Mass Market Paperback,304,2016,2016,,2021/02/21,to-read,to-read (#481),to-read,,,,0,0
26721433,"Illidan (World of Warcraft, #14)",William King,"King, William",,"=""0399177566""","=""9780399177569""",0,4.02,Del Ray,Hardcover,336,2016,2016,,2021/02/21,to-read,to-read (#480),to-read,,,,0,0
35693558,World of Warcraft Chronicle: Volume 3,Blizzard Entertainment,"Entertainment, Blizzard","Matt Burns, Robert Brooks, Chris Metzen","=""1616558474""","=""9781616558475""",0,4.39,Dark Horse Books,Hardcover,223,2018,2018,,2021/02/21,to-read,to-read (#479),to-read,,,,0,0
31153818,World of Warcraft Chronicle: Volume 2,Blizzard Entertainment,"Entertainment, Blizzard",,"=""1616558466""","=""9781616558468""",0,4.46,Dark Horse Books,Hardcover,202,2017,2017,,2021/02/21,to-read,to-read (#478),to-read,,,,0,0
24464590,World of Warcraft Chronicle: Volume 1,Blizzard Entertainment,"Entertainment, Blizzard",,"=""1616558458""","=""9781616558451""",0,4.48,Dark Horse Books,Hardcover,165,2016,2016,,2021/02/21,to-read,to-read (#477),to-read,,,,0,0
23545836,World of Warcraft: Destination Pandaria,Elias Vandoren,"Vandoren, Elias",,"=""""","=""""",0,4.50,,Kindle Edition,275,2014,2014,,2021/02/21,to-read,to-read (#476),to-read,,,,0,0
19824385,"War Crimes (World of Warcraft, #13)",Christie Golden,"Golden, Christie",,"=""""","=""9781451684483""",0,4.03,Pocket Books,Hardcover,358,2014,2014,,2021/02/21,to-read,to-read (#475),to-read,,,,0,0
20634370,World of Warcraft: Paragons,Micky Neilson,"Neilson, Micky",,"=""""","=""""",0,4.05,Pocket Star,Kindle Edition,467,2014,2014,,2021/02/21,to-read,to-read (#474),to-read,,,,0,0
17164795,World of Warcraft: Dawn of the Aspects: Part V,Richard A. Knaak,"Knaak, Richard A.",,"=""1476708649""","=""9781476708645""",0,4.15,Pocket Star,Kindle Edition,100,2013,2013,,2021/02/21,to-read,to-read (#473),to-read,,,,0,0
17164796,World of Warcraft: Dawn of the Aspects: Part IV,Richard A. Knaak,"Knaak, Richard A.",,"=""1476708630""","=""9781476708638""",0,4.08,Pocket Star,Kindle Edition,100,2013,2013,,2021/02/21,to-read,to-read (#472),to-read,,,,0,0
17164793,World of Warcraft: Dawn of the Aspects: Part III,Richard A. Knaak,"Knaak, Richard A.",,"=""1476708622""","=""9781476708621""",0,4.08,Pocket Star,Kindle Edition,100,2013,2013,,2021/02/21,to-read,to-read (#471),to-read,,,,0,0
17164794,World of Warcraft: Dawn of the Aspects: Part II,Richard A. Knaak,"Knaak, Richard A.",,"=""1476708614""","=""9781476708614""",0,4.11,Pocket Star,Kindle Edition,100,2013,2013,,2021/02/21,to-read,to-read (#470),to-read,,,,0,0
17137806,World of Warcraft: Dawn of the Aspects: Part I,Richard A. Knaak,"Knaak, Richard A.",,"=""1416550690""","=""9781416550693""",0,4.00,Pocket Star,Kindle Edition,90,2013,2013,,2021/02/21,to-read,to-read (#469),to-read,,,,0,0
15802977,"Vol'jin: Shadows of the Horde (World of Warcraft, #12)",Michael A. Stackpole,"Stackpole, Michael A.",,"=""1416550674""","=""9781416550679""",0,3.89,Pocket Books,Hardcover,320,2013,2013,,2021/02/21,to-read,to-read (#468),to-read,,,,0,0
13260060,"Jaina Proudmoore: Tides of War (World of Warcraft, #11)",Christie Golden,"Golden, Christie",,"=""1416550763""","=""9781416550761""",0,4.10,Gallery Books,Hardcover,352,2012,2008,,2021/02/21,to-read,to-read (#467),to-read,,,,0,0
10818702,"Wolfheart (World of WarCraft, #10)",Richard A. Knaak,"Knaak, Richard A.",,"=""1451605757""","=""9781451605754""",0,3.87,Gallery Books,Hardcover,384,2011,2011,,2021/02/21,to-read,to-read (#466),to-read,,,,0,0
9833170,"Thrall: Twilight of the Aspects (World of WarCraft, #9)",Christie Golden,"Golden, Christie",,"=""1416550887""","=""9781416550884""",0,4.10,Gallery Books,Hardcover,309,2011,2011,,2021/02/21,to-read,to-read (#465),to-read,,,,0,0
20105391,"The Shattering: Prelude to Cataclysm (World of Warcraft, #8)",Christie Golden,"Golden, Christie",,"=""""","=""""",0,3.96,Pocket Books,Kindle Edition,357,2010,2010,,2021/02/21,to-read,to-read (#464),to-read,,,,0,0
6600527,"Stormrage (World of Warcraft, #7)",Richard A. Knaak,"Knaak, Richard A.",,"=""1416550879""","=""9781416550877""",0,3.67,Gallery Books,Hardcover,432,2010,2010,,2021/02/21,to-read,to-read (#463),to-read,,,,0,0
6290885,"Arthas: Rise of the Lich King (World of Warcraft, #6)",Christie Golden,"Golden, Christie",,"=""1416550771""","=""9781416550778""",0,4.13,Pocket Books,Hardcover,320,2009,2009,,2021/02/21,to-read,to-read (#462),to-read,,,,0,0
3137561,"Night of the Dragon (World of Warcraft, #5)",Richard A. Knaak,"Knaak, Richard A.",,"=""0743471377""","=""9780743471374""",0,3.78,Gallery,Unknown Binding,320,2008,2008,,2021/02/21,to-read,to-read (#461),to-read,,,,0,0
1914018,"Beyond the Dark Portal (World of WarCraft, #4)",Aaron Rosenberg,"Rosenberg, Aaron",Christie Golden,"=""1416550860""","=""9781416550860""",0,4.00,Pocket Star,Mass Market Paperback,426,2008,2008,,2021/02/21,to-read,to-read (#460),to-read,,,,0,0
279508,"Tides of Darkness (World of Warcraft, #3)",Aaron Rosenberg,"Rosenberg, Aaron",,"=""1416539905""","=""9781416539902""",0,3.92,Pocket Star,Mass Market Paperback,384,2007,2007,,2021/02/21,to-read,to-read (#459),to-read,,,,0,0
279502,"Cycle of Hatred (World of WarCraft, #1)",Keith R.A. DeCandido,"DeCandido, Keith R.A.",,"=""0743471369""","=""9780743471367""",0,3.64,Pocket Star,Mass Market Paperback,272,2006,2006,,2021/02/21,to-read,to-read (#458),to-read,,,,0,0
279562,"The Sundering (WarCraft: War of the Ancients, #3)",richard-a-knaak,"richard-a-knaak, richard-a-knaak",,"=""0743471210""","=""9780743471213""",0,4.14,Pocket Books,Paperback,384,2005,2005,,2021/02/21,to-read,to-read (#457),to-read,,,,0,0
279545,"The Demon Soul (WarCraft: War of the Ancients, #2)",Richard A. Knaak,"Knaak, Richard A.",,"=""0743471202""","=""9780743471206""",0,4.06,Pocket Star Books,Paperback,384,2004,2007,,2021/02/21,to-read,to-read (#456),to-read,,,,0,0
279583,"The Well of Eternity (WarCraft: War of the Ancients, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""""","=""9780743471190""",0,4.03,pocket star books,Paperback,370,2004,2004,,2021/02/21,to-read,to-read (#455),to-read,,,,0,0
1267905,"WarCraft Archive (WarCraft, #1-3 & Of Blood and Honor)",Richard A. Knaak,"Knaak, Richard A.","Christie Golden, Jeff Grubb, Chris Metzen","=""0739480243""","=""9780739480243""",0,4.23,Pocket,Hardcover,0,2006,2006,,2021/02/21,to-read,to-read (#454),to-read,,,,0,0
283866,"The Last Guardian (WarCraft, #3)",Jeff Grubb,"Grubb, Jeff",,"=""0671041517""","=""9780671041519""",0,4.02,Pocket Books/Star Trek,Mass Market Paperback,320,2001,2001,,2021/02/21,to-read,to-read (#453),to-read,,,,0,0
283867,"Lord of the Clans (WarCraft, #2)",Christie Golden,"Golden, Christie",,"=""0743426908""","=""9780743426909""",0,4.14,Pocket Books,Mass Market Paperback,278,2001,2001,,2021/02/21,to-read,to-read (#452),to-read,,,,0,0
100427,"Day of the Dragon (WarCraft, #1)",Richard A. Knaak,"Knaak, Richard A.",,"=""0671041525""","=""9780671041526""",0,3.81,Pocket Books,Mass Market Paperback,378,2001,2001,,2021/02/21,to-read,to-read (#451),to-read,,,,0,0
5050052,Of Blood and Honor,Chris Metzen,"Metzen, Chris",,"=""""","=""""",0,4.00,Pocket Star,Kindle Edition,53,2000,2000,,2021/02/21,to-read,to-read (#450),to-read,,,,0,0
41564826,The Ballad of Ami Miles,Kristy Dallas Alley,"Alley, Kristy Dallas",,"=""1250222133""","=""9781250222138""",0,3.43,Swoon Reads,Hardcover,272,2020,2020,,2021/02/21,to-read,to-read (#449),to-read,,,,0,0
55378391,"Edge of Survival (Edge of Collapse, #6)",Kyla Stone,"Stone, Kyla",,"=""1945410620""","=""9781945410628""",0,4.49,Paper Moon Press,Kindle Edition,398,2020,2021,,2021/02/21,to-read,to-read (#448),to-read,,,,0,0
34811896,"Pandemic (The Extinction Files, #1)",A.G. Riddle,"Riddle, A.G.",,"=""1940026121""","=""9781940026121""",0,4.07,Legion Books,Kindle Edition,722,2017,2017,,2021/02/21,to-read,to-read (#447),to-read,,,,0,0
33146484,"Biblioteca sufletelor (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs,"Riggs, Ransom",Gabriella Eftimie,"=""""","=""9786068811031""",5,4.14,ART,Hardcover,552,2016,2015,2021/02/20,2021/01/23,,,read,,,,1,0
27855953,"Orașul pustiu (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,"Riggs, Ransom",Gabriella Eftimie,"=""6069384997""","=""9786069384992""",5,4.06,Art,Hardcover,472,2015,2014,2021/02/11,2021/01/23,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",0,4.25,Hyperion Books,Hardcover,279,2006,2006,,2021/01/29,to-read,to-read (#446),to-read,,,,0,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.90,Delacorte Press,Hardcover,362,2010,2010,,2021/01/29,to-read,to-read (#445),to-read,,,,0,0
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",0,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2021/01/29,to-read,to-read (#444),to-read,,,,0,0
13597728,"Asylum (Asylum, #1)",Madeleine Roux,"Roux, Madeleine",,"=""0062220969""","=""9780062220967""",0,3.64,HarperTeen,Hardcover,317,2013,2013,,2021/01/29,to-read,to-read (#443),to-read,,,,0,0
20621490,"Miss Peregrine (Miss Peregrine, #1)",Ransom Riggs,"Riggs, Ransom",Gabriella Eftimie,"=""9731247734""","=""9789731247731""",5,3.92,Young Art,Hardcover,392,2015,2011,2021/01/29,2021/01/23,,,read,,,,1,0
10305247,"The Blackhouse (Lewis Trilogy, #1)",Peter  May,"May, Peter",,"=""1849163847""","=""9781849163842""",0,4.08,Quercus Books,Hardcover,386,2011,2009,,2020/12/21,to-read,to-read (#442),to-read,,,,0,0
54753380,Carantina,Peter  May,"May, Peter",Roxana Olteanu,"=""""","=""9786067949095""",0,3.63,Corint,Paperback,368,2020,2020,,2020/12/21,to-read,to-read (#441),to-read,,,,0,0
23110163,"Fallout (Lois Lane, #1)",Gwenda Bond,"Bond, Gwenda",,"=""1630790052""","=""9781630790059""",0,3.88,Switch Press,Hardcover,304,2015,2015,,2020/12/21,to-read,to-read (#440),to-read,,,,0,0
48611857,Orașul de la miezul nopții,Charlie Jane Anders,"Anders, Charlie Jane",,"=""""","=""9786064306074""",0,3.50,Armada ,Paperback,416,2019,2019,,2020/12/21,to-read,to-read (#439),to-read,,,,0,0
54926002,"Eu, acuzatul",Imran Mahmood,"Mahmood, Imran",,"=""6060063624""","=""9786060063629""",0,3.78,RAO,Paperback,368,2020,2017,,2020/12/21,to-read,to-read (#438),to-read,,,,0,0
55810019,Dispariția lui Annie Thorne,C.J. Tudor,"Tudor, C.J.",Alexandru Macovescu,"=""""","=""""",0,3.61,Editura Nemira,Paperback,351,2020,2019,,2020/12/21,to-read,to-read (#437),to-read,,,,0,0
52381417,"The Relentless Moon (Lady Astronaut Universe, #3)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""1250236967""","=""9781250236968""",0,4.36,Tor Books,Paperback,544,2020,2020,,2020/12/21,to-read,to-read (#436),to-read,,,,0,0
33081262,"The Fated Sky (Lady Astronaut Universe, #2)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""076539894X""","=""9780765398949""",0,4.27,Tor Books,Paperback,384,2018,2018,,2020/12/21,to-read,to-read (#435),to-read,,,,0,0
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",0,3.96,Tor Books,Paperback,431,2018,2018,,2020/12/21,to-read,to-read (#434),to-read,,,,0,0
25375732,"Autoritate (Southern Reach, #2)",Jeff VanderMeer,"VanderMeer, Jeff",Bogdan Perdivară,"=""6067191938""","=""9786067191936""",0,3.54,Trei,Paperback,368,2015,2014,,2020/12/21,to-read,to-read (#433),to-read,,,,0,0
49757149,The Cousins,Karen M. McManus,"McManus, Karen M.",,"=""0525708014""","=""9780525708018""",0,3.78,Delacorte Press,Library Binding,337,2020,2020,,2020/12/21,to-read,to-read (#432),to-read,,,,0,0
42117981,Pan's Labyrinth: The Labyrinth of the Faun,Guillermo del Toro,"Toro, Guillermo del","Cornelia Funke, Allen Williams","=""0062414461""","=""9780062414465""",0,4.26,Katherine Tegen Books,Hardcover,256,2019,2019,,2020/12/21,to-read,to-read (#431),to-read,,,,0,0
54907028,"A noua casă (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",Ciprian Şiulea,"=""""","=""9786064009241""",0,4.03,Editura Trei,Paperback,592,2020,2019,,2020/12/21,to-read,to-read (#430),to-read,,,,0,0
55384693,Sapte Porti,Radu Octavian,"Octavian, Radu",,"=""6069505700""","=""9786069505700""",0,4.59,StoryCraft Publishing,Paperback,245,2020,,,2020/12/21,to-read,to-read (#429),to-read,,,,0,0
18711635,Sindromul. Știi cine ești cu adevărat,John Case,"Case, John",Carmen Iulia Bourceanu,"=""""","=""""",0,3.73,RAO,Paperback,576,2009,2001,,2020/12/21,to-read,to-read (#429),to-read,,,,0,0
12962009,Ura,Anne Holt,"Holt, Anne",Doru Mareș,"=""""","=""9789737075444""",0,3.58,Trei,Paperback,426,2011,2009,,2020/03/02,to-read,to-read (#18),to-read,,,,0,0
15133216,Weeds,Victor Koman,"Koman, Victor",Chris  Carter,"=""0061058424""","=""9780061058424""",0,4.00,HarperPrism,Mass Market Paperback,,,1998,,2020/11/26,to-read,to-read (#428),to-read,,,,0,0
15133235,The Wild and the Innocent,Jorge Zamacona,"Zamacona, Jorge",,"=""0061059234""","=""9780061059230""",0,4.00,HarperPrism,Paperback,,,1998,,2020/11/26,to-read,to-read (#427),to-read,,,,0,0
