Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19141770,Fara indurare,Dean Koontz,"Koontz, Dean",,"=""606600400X""","=""9786066004008""",0,3.77,Litera,Paperback,413,2011,2009,,2020/03/02,to-read,to-read (#20),to-read,,,,0,0
15829663,Întoarcerea,Håkan Nesser,"Nesser, Håkan",Constantin Dumitru-Palcus,"=""9737075366""","=""9789737075369""",0,3.70,Trei,Paperback,240,2011,1995,,2020/03/02,to-read,to-read (#19),to-read,,,,0,0
12915750,Zile întunecate,Yrsa Sigurdardottir,"Sigurdardottir, Yrsa","Laurenţiu Dulman, Yrsa   Sigurdardóttir","=""9737075382""","=""9789737075383""",0,3.69,Trei,Paperback,378,2011,2008,,2020/03/02,to-read,to-read (#17),to-read,,,,0,0
13580719,Răzbunarea lui Finnigan,Anders Roslund,"Roslund, Anders","Börge Hellström, Gabriella Eftimie","=""9737075161""","=""9789737075161""",0,3.75,Trei,Paperback,357,2011,2007,,2020/03/02,to-read,to-read (#16),to-read,,,,0,0
15922791,"Piază rea (Patrik Hedström, #4)",Camilla Läckberg,"Läckberg, Camilla",,"=""9737075269""","=""9789737075260""",0,3.81,Editura Trei,Paperback,360,2011,2006,,2020/03/02,to-read,to-read (#14),to-read,,,,0,0
16163226,"Prime-Time (Annika Bengtzon, #3)",Liza Marklund,"Marklund, Liza",,"=""9737075455""","=""9789737075451""",0,3.38,Trei,Paperback,374,2011,2001,,2020/03/02,to-read,to-read (#13),to-read,,,,0,0
11166270,Al patrulea...,Kjell Ola Dahl,"Dahl, Kjell Ola",,"=""9737074602""","=""9789737074607""",0,3.61,Editura Trei,Paperback,292,2011,2005,,2020/03/02,to-read,to-read (#12),to-read,,,,0,0
17857343,Explozii în Stockholm,Liza Marklund,"Marklund, Liza",Laurenţiu Dulman,"=""9737074459""","=""9789737074454""",0,3.45,Trei,Paperback,384,2011,1998,,2020/03/02,to-read,to-read (#11),to-read,,,,0,0
11092261,Cu ochii mintii (Inspector Van Veeteren #1),Håkan Nesser,"Nesser, Håkan",,"=""9737074610""","=""9789737074614""",0,3.59,Editura Trei,Paperback,256,2011,1993,,2020/03/02,to-read,to-read (#10),to-read,,,,0,0
6692908,"Fata care s-a jucat cu focul (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Elena-Maria Morogan,"=""9737072634""","=""9789737072634""",0,4.25,Trei,Paperback,757,2009,2001,,2020/03/02,to-read,to-read (#9),to-read,,,,0,0
8474926,"Castelul din nori s-a sfărâmat (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Elena-Maria Morogan,"=""9737073045""","=""9789737073044""",0,4.24,Trei,Paperback,853,2009,2007,,2020/03/02,to-read,to-read (#8),to-read,,,,0,0
9433355,Bărbați care urăsc femeile,Stieg Larsson,"Larsson, Stieg",Elena-Maria Morogan,"=""""","=""9789737074089""",0,4.17,Trei,Paperback,688,2010,2005,,2020/03/02,to-read,to-read (#7),to-read,,,,0,0
17875764,Sacrificiul din miezul iernii,Mons Kallentoft,"Kallentoft, Mons",Doru Mareș,"=""9737074521""","=""9789737074522""",0,3.50,Trei,Paperback,416,2011,2007,,2020/03/02,to-read,to-read (#6),to-read,,,,0,0
13107987,Ecouri de dincolo de moarte,Johan Theorin,"Theorin, Johan",Bogdan Perdivară,"=""9737074564""","=""9789737074560""",0,3.80,Trei,Paperback,391,2011,2007,,2020/03/02,to-read,to-read (#5),to-read,,,,0,0
15776311,Prinţesa gheţurilor,Camilla Läckberg,"Läckberg, Camilla","Simona Ţenţea, Åsa Apelkvist","=""""","=""9789737074430""",0,3.76,Trei,Paperback,352,2011,2003,,2020/03/02,to-read,to-read (#4),to-read,,,,0,0
17882161,"Agentul Credincios (John Wells, #1)",Alex Berenson,"Berenson, Alex",Nina Iordache,"=""973501694X""","=""9789735016944""",0,4.02,Humanitas Fiction,Paperback,440,2007,2006,,2020/03/02,to-read,to-read (#3),to-read,,,,0,0
30988591,"Roșu pentru totdeauna (Jan Fabel, #3)",Craig Russell,"Russell, Craig",,"=""6066092812""","=""9786066092814""",0,3.87,Editura RAO,Paperback,407,2012,2007,,2020/03/02,to-read,to-read (#2),to-read,,,,0,0
17857560,"Răzbunare la Paris (Cotton Malone, #5)",Steve Berry,"Berry, Steve",Ana Dragomirescu,"=""""","=""9786066009027""",0,3.94,Litera,Paperback,464,2012,2009,,2020/03/02,to-read,to-read (#1),to-read,,,,0,0
