id,book_type,book_language,authors,image,title,book_genre,rating,published_date,description,isbn_13,page_count,book_status,date_added,date_read,goodreads_link
63,1,1,Blizzard Entertainment,,World of Warcraft Chronicle: Volume 1,,4.48,,,9781616558451,165,3,2/21/2021,,
64,1,1,Elias Vandoren,,World of Warcraft: Destination Pandaria,,4.5,,,,275,3,2/21/2021,,
65,1,1,Christie Golden,,War Crimes ,,4.03,,,9781451684483,358,3,2/21/2021,,
66,1,1,Micky Neilson,,World of Warcraft: Paragons,,4.05,,,,467,3,2/21/2021,,
67,1,1,Richard A. Knaak,,World of Warcraft: Dawn of the Aspects: Part V,,4.15,,,9781476708645,100,3,2/21/2021,,
68,1,1,Richard A. Knaak,,World of Warcraft: Dawn of the Aspects: Part IV,,4.08,,,9781476708638,100,3,2/21/2021,,
69,1,1,Richard A. Knaak,,World of Warcraft: Dawn of the Aspects: Part III,,4.08,,,9781476708621,100,3,2/21/2021,,
70,1,1,Richard A. Knaak,,World of Warcraft: Dawn of the Aspects: Part II,,4.11,,,9781476708614,100,3,2/21/2021,,
71,1,1,Richard A. Knaak,,World of Warcraft: Dawn of the Aspects: Part I,,4,,,9781416550693,90,3,2/21/2021,,
72,1,1,Michael A. Stackpole,,Vol'jin: Shadows of the Horde ,,3.89,,,9781416550679,320,3,2/21/2021,,
73,1,1,Christie Golden,,Jaina Proudmoore: Tides of War ,,4.09,,,9781416550761,352,3,2/21/2021,,
74,1,1,Richard A. Knaak,,Wolfheart ,,3.87,,,9781451605754,384,3,2/21/2021,,
75,1,1,Christie Golden,,Thrall: Twilight of the Aspects ,,4.1,,,9781416550884,309,3,2/21/2021,,
76,1,1,Christie Golden,,The Shattering: Prelude to Cataclysm ,,3.96,,,,357,3,2/21/2021,,
77,1,1,Richard A. Knaak,,Stormrage ,,3.67,,,9781416550877,432,3,2/21/2021,,
78,1,1,Christie Golden,,Arthas: Rise of the Lich King ,,4.13,,,9781416550778,320,3,2/21/2021,,
79,1,1,Richard A. Knaak,,Night of the Dragon ,,3.78,,,9780743471374,320,3,2/21/2021,,
80,1,1,Aaron Rosenberg,,Beyond the Dark Portal ,,4,,,9781416550860,426,3,2/21/2021,,
81,1,1,Aaron Rosenberg,,Tides of Darkness ,,3.92,,,9781416539902,384,3,2/21/2021,,
82,1,1,Keith R.A. DeCandido,,Cycle of Hatred ,,3.64,,,9780743471367,272,3,2/21/2021,,
83,1,1,richard-a-knaak,,The Sundering ,,4.14,,,9780743471213,384,3,2/21/2021,,
84,1,1,Richard A. Knaak,,The Demon Soul ,,4.06,,,9780743471206,384,3,2/21/2021,,
85,1,1,Richard A. Knaak,,The Well of Eternity ,,4.03,,,9780743471190,370,3,2/21/2021,,
86,1,1,Richard A. Knaak,,WarCraft Archive ,,4.23,,,9780739480243,0,3,2/21/2021,,
87,1,1,Jeff Grubb,,The Last Guardian ,,4.02,,,9780671041519,320,3,2/21/2021,,
88,1,1,Christie Golden,,Lord of the Clans ,,4.14,,,9780743426909,278,3,2/21/2021,,
89,1,1,Richard A. Knaak,,Day of the Dragon ,,3.81,,,9780671041526,378,3,2/21/2021,,
90,1,1,Chris Metzen,,Of Blood and Honor,,4,,,,53,3,2/21/2021,,
91,1,1,Kristy Dallas Alley,,The Ballad of Ami Miles,,3.43,,,9781250222138,272,3,2/21/2021,,
92,1,1,Kyla Stone,,Edge of Survival ,,4.49,,,9781945410628,398,3,2/21/2021,,
93,1,1,A.G. Riddle,,Pandemic ,,4.07,,,9781940026121,722,3,2/21/2021,,
94,1,1,Ransom Riggs,,Biblioteca sufletelor ,,4.14,,,9786068811031,552,1,1/23/2021,2/20/2021,
95,1,1,Ransom Riggs,,Orașul pustiu ,,4.06,,,9786069384992,472,1,1/23/2021,2/11/2021,
96,1,1,Rick Riordan,,The Sea of Monsters ,,4.25,,,9780786856862,279,3,1/29/2021,,
97,1,1,James Dashner,,The Scorch Trials ,,3.9,,,9780385738750,362,3,1/29/2021,,
98,1,1,James Dashner,,The Death Cure ,,3.78,,,9780385738774,325,3,1/29/2021,,
99,1,1,Madeleine Roux,,Asylum ,,3.64,,,9780062220967,317,3,1/29/2021,,
100,1,1,Ransom Riggs,,Miss Peregrine ,,3.92,,,9789731247731,392,1,1/23/2021,1/29/2021,
101,1,1,Peter May,,The Blackhouse ,,4.08,,,9781849163842,386,3,12/21/2020,,
102,1,1,Peter May,,Carantina,,3.63,,,9786067949095,368,3,12/21/2020,,
103,1,1,Gwenda Bond,,Fallout ,,3.88,,,9781630790059,304,3,12/21/2020,,
104,1,1,Charlie Jane Anders,,Orașul de la miezul nopții,,3.5,,,9786064306074,416,3,12/21/2020,,
105,1,1,Imran Mahmood,,"Eu, acuzatul",,3.78,,,9786060063629,368,3,12/21/2020,,
106,1,1,C.J. Tudor,,Dispariția lui Annie Thorne,,3.61,,,,351,3,12/21/2020,,
107,1,1,Mary Robinette Kowal,,The Relentless Moon ,,4.36,,,9781250236968,544,3,12/21/2020,,
108,1,1,Mary Robinette Kowal,,The Fated Sky ,,4.27,,,9780765398949,384,3,12/21/2020,,
109,1,1,Mary Robinette Kowal,,The Calculating Stars ,,3.96,,,,431,3,12/21/2020,,
110,1,1,Jeff VanderMeer,,Autoritate ,,3.54,,,9786067191936,368,3,12/21/2020,,
111,1,1,Karen M. McManus,,The Cousins,,3.78,,,9780525708018,337,3,12/21/2020,,
112,1,1,Guillermo del Toro,,Pan's Labyrinth: The Labyrinth of the Faun,,4.26,,,9780062414465,256,3,12/21/2020,,
113,1,1,Leigh Bardugo,,A noua casă ,,4.03,,,9786064009241,592,3,12/21/2020,,
114,1,1,Radu Octavian,,Sapte Porti,,4.61,,,9786069505700,245,3,12/21/2020,,
115,1,1,John Case,,Sindromul. Știi cine ești cu adevărat,,3.73,,,,576,3,12/21/2020,,
116,1,1,Anne Holt,,Ura,,3.59,,,9789737075444,426,3,3/2/2020,,
117,1,1,Victor Koman,,Weeds,,4,,,9780061058424,,3,11/26/2020,,
118,1,1,Jorge Zamacona,,The Wild and the Innocent,,4,,,9780061059230,,3,11/26/2020,,
119,1,1,Lewis Gannett,,Force Majeure ,,3,,,9780061059629,,3,11/26/2020,,
120,1,1,Lewis Gannett,,Gehenna ,,3.4,,,9780694518722,3,1,11/24/2020,11/26/2020,
121,1,1,Elizabeth Hand,,Francezul ,,3.12,,,9789739862639,187,1,11/22/2020,11/24/2020,
122,1,1,Jeff VanderMeer,,Anihilare ,,3.77,,,9786067190526,208,1,10/26/2020,10/27/2020,
123,1,1,Jack Higgins,,Tinta sigura ,,3.76,,,,288,1,11/20/2020,11/23/2020,
124,1,1,Claudia Groß,,Maestra runelor,,3.26,,,,314,3,11/20/2020,,
125,1,1,Andrew Taylor,,Jocul de-a destinul,,3.68,,,9786068251257,352,3,11/20/2020,,
126,1,1,Tom Knox,,Secretul Genezei,,3.58,,,9786066094986,252,3,11/20/2020,,
127,1,1,Åsa Larsson,,Furtună solară  ,,3.63,,,9789737074584,288,3,3/2/2020,,
128,1,1,Agatha Christie,,Martorul mut ,,3.9,,,9786063342387,400,3,3/2/2020,,
129,1,1,David Jackson,,Nu scoate un sunet,,4.28,,,9786060062479,384,3,4/8/2020,,
130,1,1,Eric Van Lustbader,,The Nemesis Manifesto ,,3.66,,,9781788541336,352,3,3/7/2020,,
131,1,1,Jeffery Deaver,,Moartea vine on-line ,,3.85,,,9786066096379,512,3,3/2/2020,,
132,1,1,Douglas Kennedy,,Trădarea,,3.61,,,9786067196450,400,3,3/7/2020,,
133,1,1,Yrsa Sigurdardottir,,Renegatii ,,3.7,,,9786067195316,392,3,3/7/2020,,
134,1,1,Mons Kallentoft,,Toamna,,3.49,,,9789737075291,400,3,3/2/2020,,
135,1,1,Taylor Stevens,,Femeia cameleon ,,3.79,,,9786067194111,399,3,3/7/2020,,
136,1,1,Dolores Redondo,,Ofrenda a la tormenta ,,4.09,,,9788423348688,544,3,4/21/2020,,
137,1,1,Dolores Redondo,,Legado en los huesos ,,4.14,,,9788423347452,560,3,4/21/2020,,
138,1,1,Dolores Redondo,,El guardián invisible ,,3.95,,,9788423346042,440,3,4/21/2020,,
139,1,1,Simon Sebag Montefiore,,Într-o noapte de iarnă,,3.96,,,9786067190458,552,3,4/8/2020,,
140,1,1,Carlos Ruiz Zafón,,Luminile din septembrie,,3.83,,,9789734624546,248,3,4/8/2020,,
141,1,1,Olen Steinhauer,,Turistul,,3.78,,,9786069267790,475,3,4/8/2020,,
142,1,1,Flynn Berry,,Sora pierdută,,3.4,,,,288,3,4/8/2020,,
143,1,1,Veit Etzold,,Agonie mentală ,,3.88,,,9786060060925,432,3,4/8/2020,,
144,1,1,Elizabeth Haynes,,În cel mai întunecat colț,,4.07,,,9786067631944,448,3,4/8/2020,,
145,1,1,Traian Tandin,,Condamnati La Moarte,,4,,,,671,3,4/8/2020,,
146,1,1,Traian Tandin,,Delincventi Natafleti,,4.4,,,9789738708976,208,3,4/8/2020,,
147,1,1,Traian Tandin,,Bolidul verde,,5,,,,303,3,4/8/2020,,
148,1,1,Traian Tandin,,Din jurnalul unui politist,,4,,,,430,3,4/8/2020,,
149,1,1,Traian Tandin,,Dilemele căpitanului Roman,,3.93,,,,240,3,4/8/2020,,
150,1,1,Traian Tandin,,Femei criminale în România,,4.43,,,,296,3,4/8/2020,,
151,1,1,Traian Tandin,,Criminali din lăcomie,,3.86,,,,368,3,4/8/2020,,
152,1,1,Traian Tandin,,Cazuri judiciare celebre,,4.56,,,,336,3,4/8/2020,,
153,1,1,Traian Tandin,,Cei mai odioși 100 criminali români,,4.11,,,,448,3,4/8/2020,,
154,1,1,Traian Tandin,,"Adio, ringo!",,4.23,,,,207,3,4/8/2020,,
155,1,1,C.J. Tudor,,Omul de cretă,,3.71,,,9786064300638,284,3,4/8/2020,,
156,1,1,Douglas Preston,,Crooked River ,,4.26,,,,396,3,4/8/2020,,
157,1,1,Douglas Preston,,The Strange Case of Monsieur Bertin ,,4.03,,,9781538717585,70,3,4/8/2020,,
158,1,1,Douglas Preston,,City of Endless Night ,,4.08,,,,416,3,4/8/2020,,
159,1,1,Douglas Preston,,Verses for the Dead ,,4.22,,,9781538715482,434,3,4/8/2020,,
160,1,1,Douglas Preston,,The Obsidian Chamber ,,3.98,,,9781455541676,560,3,4/8/2020,,
161,1,1,Douglas Preston,,Crimson Shore ,,4.03,,,9781455525928,339,3,4/8/2020,,
162,1,1,Douglas Preston,,Blue Labyrinth ,,4.13,,,9781455525898,403,3,4/8/2020,,
163,1,1,Douglas Preston,,White Fire ,,4.11,,,9781455525836,368,3,4/8/2020,,
164,1,1,Douglas Preston,,Extraction ,,3.98,,,9781455528080,128,3,4/8/2020,,
165,1,1,Douglas Preston,,Two Graves ,,4.06,,,9780446554992,484,3,4/8/2020,,
166,1,1,Douglas Preston,,Cold Vengeance ,,4.11,,,,457,3,4/8/2020,,
167,1,1,Douglas Preston,,Fever Dream ,,4.12,,,9780446554961,405,3,4/8/2020,,
168,1,1,Douglas Preston,,Cemetery Dance ,,4.03,,,9780446580298,435,3,4/8/2020,,
169,1,1,Douglas Preston,,The Wheel of Darkness ,,3.96,,,9780446580281,388,3,4/8/2020,,
170,1,1,Douglas Preston,,The Book of the Dead ,,4.16,,,9780446576987,454,3,4/8/2020,,
171,1,1,Douglas Preston,,Dance of Death ,,4.19,,,9780446617093,560,3,4/8/2020,,
172,1,1,Douglas Preston,,Brimstone ,,4.15,,,9780446612753,740,3,4/8/2020,,
173,1,1,Douglas Preston,,Still Life With Crows ,,4.21,,,9780446612760,571,3,4/8/2020,,
174,1,1,Douglas Preston,,Reliquary ,,4.03,,,9780765354952,464,3,4/8/2020,,
175,1,1,Douglas Preston,,Relic ,,4.05,,,9780765354945,480,3,4/8/2020,,
176,1,1,Douglas Preston,,Vitrina de curiozitati ,,4.26,,,,571,3,4/8/2020,,
177,1,1,Stefan Ahnhem,,Victimă fără chip,,3.97,,,,640,3,4/8/2020,,
178,1,1,Caroline Kepnes,,You ,,3.96,,,9781501195433,464,3,4/8/2020,,
179,1,1,Caroline Kepnes,,Corpuri ascunse ,,3.74,,,9786067632170,480,3,4/8/2020,,
180,1,1,Karen M. McManus,,Unul dintre noi urmează ,,3.92,,,9786067632866,416,3,4/8/2020,,
181,1,1,Karen M. McManus,,Doi pot ține un secret,,3.94,,,9786067631913,336,3,4/8/2020,,
182,1,1,Michael Connelly,,Avocatul din limuzina ,,4.21,,,9786066097475,400,3,4/8/2020,,
183,1,1,Michael Connelly,,Până la Capăt,,4.2,,,,400,3,4/8/2020,,
184,1,1,Rachel Caine,,Heartbreak Bay ,,4.31,,,9781542093668,336,3,4/8/2020,,
185,1,1,Rachel Caine,,Bitter Falls ,,4.28,,,9781542042345,336,3,4/8/2020,,
186,1,1,Rachel Caine,,Wolfhunter River ,,4.13,,,9781503957312,330,3,4/8/2020,,
187,1,1,Rachel Caine,,Refugiul de la Stillhouse Lake ,,4.12,,,9786067632187,336,3,4/8/2020,,
188,1,1,Rachel Caine,,Coșmarul de la Killman Creek ,,4.25,,,9786067632347,368,3,4/8/2020,,
189,1,1,Martin Cruz Smith,,Steaua Polară,,3.98,,,9786068673097,416,3,4/8/2020,,
190,1,1,James Lee Burke,,Prizonierii raiului,,4.1,,,,368,3,4/8/2020,,
191,1,1,Frances Fyfield,,Sânge din Piatră,,3.53,,,9786069351017,360,3,4/8/2020,,
192,1,1,John Verdon,,Gândește-te la un număr,,3.88,,,9786068673554,520,3,4/8/2020,,
193,1,1,Tony Hillerman,,Lupul din umbră,,4.02,,,9786068673080,232,3,4/8/2020,,
194,1,1,Richard Stark,,Vanatorul ,,4.01,,,9786068673066,208,3,4/8/2020,,
195,1,1,James M. Cain,,Poştaşul sună întotdeauna de două ori,,3.77,,,9789736754234,144,3,4/8/2020,,
196,1,1,Max Brooks,,Războiul Z,,4.02,,,9789737076779,448,3,4/8/2020,,
197,1,1,Cormac McCarthy,,The Road,,3.99,,,9780307265432,241,3,4/8/2020,,
198,1,1,Jo Nesbø,,Omul de zăpadă ,,4.02,,,9786066095228,507,3,4/2/2020,,
199,1,1,H.G. Wells,,Omul invizibil. Războiul lumilor,,3.83,,,9786065391949,416,3,3/21/2020,,
200,1,1,Tom Gabbay,,Conspiratia din Berlin,,3.78,,,,320,1,3/2/2020,3/7/2020,
201,1,1,Geoffrey Girard,,Mary Rose,,3.32,,,9781681689647,,3,3/21/2020,,
202,1,1,Yrsa Sigurdardottir,,Suflete damnate,,3.75,,,9789737074287,432,1,3/2/2020,3/21/2020,
203,1,1,Jack London,,Chemarea străbunilor,,3.9,,,9789731848877,270,3,3/10/2020,,
204,1,1,Stephen King,,1922,,3.91,,,,132,3,3/10/2020,,
205,1,1,Arnaldur Indriðason,,Orasul borcanelor,,3.81,,,9789737074461,256,1,3/2/2020,3/10/2020,
206,1,1,Patrick Ness,,Vocea pumnalului ,,3.97,,,,512,3,3/7/2020,,
207,1,1,Walter Dean Myers,,Monstrul,,3.73,,,9786067197402,280,3,3/7/2020,,
208,1,1,Taylor Stevens,,Inocentii ,,3.89,,,,416,3,3/7/2020,,
209,1,1,James Dashner,,Cu ochii minții ,,3.84,,,,320,3,3/7/2020,,
210,1,1,Federico Axat,,Ultima scapare,,3.84,,,9786064000521,496,3,3/7/2020,,
211,1,1,Lauren Frankel,,Adevăr sau Provocare,,3.51,,,,368,3,3/7/2020,,
212,1,1,Mark Lawrence,,Prinţul Spinilor ,,3.84,,,9789737078315,392,3,3/7/2020,,
213,1,1,Luca D'Andrea,,Esența răului,,3.59,,,9786064000590,512,3,3/7/2020,,
214,1,1,Kevin Sands,,Cheia Maestrului,,4.16,,,9786067195309,336,3,3/7/2020,,
215,1,1,Patrick Ness,,Pe viață și pe moarte,,4.19,,,,536,3,3/7/2020,,
216,1,1,Jill Alexander Essbaum,,Casnica,,3.24,,,,,3,3/7/2020,,
217,1,1,Andrew Michael Hurley,,Ţinutul Loney,,3.27,,,9786067195408,376,3,3/7/2020,,
218,1,1,Matt Haig,,Băiatul Echo,,3.76,,,9786067192896,448,3,3/7/2020,,
219,1,1,Jenny Hubbard,,Zăpada mieilor,,3.44,,,9786067197020,240,3,3/7/2020,,
220,1,1,Keith Stuart,,Băiatul care voia să-și construiască lumea,,4.29,,,9786064000217,464,3,3/7/2020,,
221,1,1,A.J. Kazinski,,Somnul și moartea ,,3.95,,,9789737078735,608,3,3/7/2020,,
222,1,1,Arnaldur Indriðason,,Linistea mormantului,,3.96,,,9789737074553,336,3,3/7/2020,,
223,1,1,Anne Holt,,Fericiţi cei însetaţi,,3.6,,,9789737078841,264,3,3/7/2020,,
224,1,1,Marina Anderson,,Secrete întunecate ,,3.36,,,,200,3,3/7/2020,,
225,1,1,Lola Lafon,,Fetiţa care nu zâmbea niciodată,,3.73,,,9786067190601,296,3,3/7/2020,,
226,1,1,Arnaldur Indriðason,,Vocile,,3.87,,,9789737075352,376,3,3/7/2020,,
227,1,1,Michael A. Stackpole,,Talion: Revenantul,,4.17,,,9789737078216,624,3,3/7/2020,,
228,1,1,Salla Simukka,,Alb ca zăpada ,,3.47,,,9786067191745,192,3,3/7/2020,,
229,1,1,Félix J. Palma,,Harta cerului,,3.94,,,9789737076847,728,3,3/7/2020,,
230,1,1,Moïra Fowley-Doyle,,Sezonul accidentelor,,3.55,,,9786067199093,272,3,3/7/2020,,
231,1,1,Stoian G. Bogdan,,Nu Stiu Cate Zile,,3.55,,,9789737074256,188,3,3/7/2020,,
232,1,1,Jan Wallentin,,Steaua lui Strindberg,,2.7,,,9789737077486,544,3,3/7/2020,,
233,1,1,Lars Kepler,,Sub hipnoza   ,,3.74,,,9789737074065,664,3,3/7/2020,,
234,1,1,Harlan Ellison,,Viziuni periculoase,,4.17,,,9789737078674,800,3,3/7/2020,,
235,1,1,Johan Theorin,,Camera intunecata,,3.84,,,9789737074782,496,3,3/7/2020,,
236,1,1,Stephen King,,La miezul nopţii 1,,4.36,,,9789737070630,616,3,3/7/2020,,
237,1,1,Stephen King,,La miezul nopţii 2,,4.05,,,9789737072061,552,3,3/7/2020,,
238,1,1,Paul McAuley,,Copilul fluviului ,,3.7,,,9789737078988,456,3,3/7/2020,,
239,1,1,Alexander Söderberg,,Prietenul andaluz,,3.21,,,9789737077493,600,3,3/7/2020,,
240,1,1,Ciprian Măceșaru,,Portbagaj,,3.14,,,9786067190144,104,3,3/7/2020,,
241,1,1,Lloyd Jones,,Mister Pip,,3.68,,,9780385341066,256,3,3/7/2020,,
242,1,1,Danny Wallace,,Yes Man,,4.08,,,9781416918349,371,3,3/7/2020,,
243,1,1,Joël Dicker,,Cartea clanului din Baltimore,,4.12,,,9786067197600,488,3,3/7/2020,,
244,1,1,Yasmina Khadra,,Sirenele Bagdadului,,3.85,,,9789737072849,296,3,3/7/2020,,
245,1,1,Salla Simukka,,Negru ca abanosul ,,3.54,,,9786067197686,160,3,3/7/2020,,
246,1,1,Jean-Christophe Grangé,,Kaïken,,3.65,,,9782226243034,480,3,3/7/2020,,
247,1,1,Serge Brussolo,,Secțiune printr-un oraș bolnav,,3.56,,,9786067190908,248,3,3/7/2020,,
248,1,1,Erika Johansen,,Regina Adevărată ,,3.99,,,9786067191691,536,3,3/7/2020,,
249,1,1,Susan Ee,,Lumea de Apoi ,,4.15,,,9786067199314,392,3,3/7/2020,,
250,1,1,Jaroslav Kalfar,,Astronautul din Boemia,,3.81,,,,336,3,3/7/2020,,
251,1,1,E. Lockhart,,Impostoarea,,3.25,,,,288,3,3/7/2020,,
252,1,1,J.D. Horn,,Sursa ,,3.96,,,,440,3,3/7/2020,,
253,1,1,Patrick Ness,,Monștrii din oameni,,4.22,,,9786067198317,600,3,3/7/2020,,
254,1,1,Pierre Lemaitre,,Rosy & John ,,3.62,,,9782253175957,142,3,3/7/2020,,
255,1,1,J.D. Horn,,Bariera ,,3.82,,,,360,3,3/7/2020,,
256,1,1,Alexandra Bracken,,După asfințit ,,4.25,,,,624,3,3/7/2020,,
257,1,1,Alice Broadway,,Cerneală ,,3.58,,,9786064003218,336,3,3/7/2020,,
258,1,1,Kathryn Hughes,,Scrisoare pentru două iubiri,,4.05,,,,376,3,3/7/2020,,
259,1,1,James Dashner,,Controlul gandurilor ,,3.95,,,9786064001153,336,3,3/10/2020,,
260,1,1,Max Eisen,,Cu pretul vietii-O poveste despre curaj si supravietuire la Auschwitz,,4.56,,,9786060061366,256,3,3/7/2020,,
261,1,1,Gillian Flynn,,Locuri întunecate,,3.95,,,9786067191066,482,1,3/2/2020,3/7/2020,
262,1,1,Jeff Lindsay,,Dexter: Vise întunecate ,,3.9,,,9786069351086,273,1,3/2/2020,3/7/2020,
263,1,1,Jeff Lindsay,,Dragul și devotatul Dexter,,3.86,,,9786068673318,293,1,3/2/2020,3/7/2020,
264,1,1,Renée Knight,,Avertisment,,3.6,,,9786067192858,336,1,3/2/2020,3/7/2020,
265,1,1,Rodica Ojog-Braşoveanu,,Crimă prin mica publicitate,,3.66,,,,96,1,3/2/2020,3/7/2020,
266,1,1,Rick Yancey,,Ultima stea ,,3.61,,,,391,1,3/2/2020,3/7/2020,
267,1,1,Rick Yancey,,Marea nesfârşită ,,3.84,,,9786069396209,384,1,3/2/2020,3/7/2020,
268,1,1,Rick Yancey,,Al cincilea val ,,4.01,,,9786069363195,530,1,3/2/2020,3/7/2020,
269,1,1,Rodica Ojog-Braşoveanu,,Apel din necunoscut,,4.16,,,9786065793132,303,1,3/2/2020,3/7/2020,
270,1,1,Philip Roth,,Pata umană,,3.91,,,9789736812422,480,1,3/2/2020,3/7/2020,
271,1,1,Rodica Ojog-Braşoveanu,,Moartea semnează indescifrabil,,4.13,,,,270,1,3/2/2020,3/7/2020,
272,1,1,Rodica Ojog-Braşoveanu,,Omul de la capătul firului,,4.02,,,,,1,3/2/2020,3/7/2020,
273,1,1,Truman Capote,,Cu sânge rece,,4.09,,,,421,1,3/2/2020,3/7/2020,
274,1,1,Jay Asher,,Cele treisprezece motive,,3.85,,,9789731024462,320,1,3/2/2020,3/7/2020,
275,1,1,Josh Malerman,,Bird Box: Orbește,,4.04,,,9786067935646,352,1,3/2/2020,3/7/2020,
276,1,1,Shirley Jackson,,Casa bântuită,,3.82,,,9786063337833,246,1,3/2/2020,3/7/2020,
277,1,1,Gillian Flynn,,Obiecte ascuţite,,4.02,,,9789737332301,240,1,3/2/2020,3/7/2020,
278,1,1,E.O. Chirovici,,Cartea oglinzilor,,3.5,,,9786067762075,298,1,3/2/2020,3/7/2020,
279,1,1,Jeffery Deaver,,Omul disparut ,,4.1,,,9789734607327,624,1,3/2/2020,3/7/2020,
280,1,1,Stephen King,,Misery,,4.21,,,9789731432335,416,1,3/2/2020,3/7/2020,
281,1,1,Anne Holt,,Eroare judiciară,,3.72,,,9789737073129,448,1,3/2/2020,3/7/2020,
282,1,1,Jack Ross,,Recviem,,4.33,,,,,1,3/2/2020,3/7/2020,
283,1,1,P.J. Tracy,,Momeala vie,,4.06,,,9786068255613,384,1,3/2/2020,3/7/2020,
284,1,1,James Patterson,,Detectivul Alex Cross,,4.04,,,9786066093101,,1,3/2/2020,3/7/2020,
285,1,1,Michael Cordy,,Lucifer,,3.74,,,9789731034270,384,1,3/2/2020,3/7/2020,
286,1,1,William Diehl,,Cameleonul,,3.7,,,,460,3,3/7/2020,,
287,1,1,Truman Capote,,Breakfast at Tiffany's and Three Stories,,3.85,,,,142,3,3/7/2020,,
288,1,1,Truman Capote,,"The Grass Harp, Including A Tree of Night and Other Stories",,4.01,,,9780679745570,272,3,3/7/2020,,
289,1,1,Truman Capote,,The Complete Stories of Truman Capote,,4.19,,,9781400096916,320,3,3/7/2020,,
290,1,1,Tom Gabbay,,The Tehran Conviction ,,3.84,,,9780061188459,282,3,3/7/2020,,
291,1,1,Tom Gabbay,,The Lisbon Crossing ,,3.61,,,9780061188435,310,3,3/7/2020,,
292,1,1,Stephen King,,Jocul lui Gerald,,3.57,,,9789731431253,369,3,3/7/2020,,
293,1,1,Stephen King,,The Little Sisters of Eluria,,4.19,,,9781880418734,312,3,3/7/2020,,
294,1,1,Stephen King,,Lisey's Story,,3.7,,,9780743289412,513,3,3/7/2020,,
295,1,1,Stephen King,,Elevation,,3.65,,,9781982102319,146,3,3/7/2020,,
296,1,1,Stephen King,,The Wind Through the Keyhole ,,4.14,,,,322,3,3/7/2020,,
297,1,1,Stephen King,,Nightmares and Dreamscapes,,3.95,,,9780450610097,836,3,3/7/2020,,
298,1,1,Stephen King,,Hearts in Atlantis,,3.85,,,9780340818671,640,3,3/7/2020,,
299,1,1,Stephen King,,End of Watch ,,4.1,,,9781501129742,432,3,3/7/2020,,
300,1,1,Stephen King,,The Institute,,4.2,,,,561,3,3/7/2020,,
301,1,1,Stephen King,,Rose Madder,,3.75,,,,595,3,3/7/2020,,
302,1,1,Stephen King,,Revival,,3.8,,,9781476770383,405,3,3/7/2020,,
303,1,1,Stephen King,,"Full Dark, No Stars",,4.08,,,9781439192566,368,3,3/7/2020,,
304,1,1,Stephen King,,Four Past Midnight,,3.95,,,,930,3,3/7/2020,,
305,1,1,Stephen King,,Duma Key,,3.97,,,9781416552512,611,3,3/7/2020,,
306,1,1,Stephen King,,The Eyes of the Dragon,,3.94,,,,427,3,3/7/2020,,
307,1,1,Stephen King,,Finders Keepers ,,4.06,,,9781501100079,434,3,3/7/2020,,
308,1,1,Stephen King,,Joyland,,3.93,,,9781781162644,285,3,3/7/2020,,
309,1,1,Stephen King,,Skeleton Crew,,3.97,,,9780751504385,612,3,3/7/2020,,
310,1,1,Stephen King,,The Tommyknockers,,3.59,,,,747,3,3/7/2020,,
311,1,1,Stephen King,,The Mist,,3.94,,,,176,3,3/7/2020,,
312,1,1,Stephen King,,Desperation,,3.85,,,,547,3,3/7/2020,,
313,1,1,Stephen King,,The Girl Who Loved Tom Gordon,,3.63,,,9781416524298,264,3,3/7/2020,,
314,1,1,Stephen King,,The Dark Half,,3.8,,,9780450524684,469,3,3/7/2020,,
315,1,1,Stephen King,,Dolores Claiborne,,3.92,,,9781101138175,384,3,3/7/2020,,
316,1,1,Stephen King,,Song of Susannah ,,3.99,,,,544,3,3/7/2020,,
317,1,1,Stephen King,,Insomnia,,3.83,,,9788497597722,896,3,3/7/2020,,
318,1,1,Stephen King,,Night Shift,,4.03,,,,409,3,3/7/2020,,
319,1,1,Stephen King,,Dreamcatcher,,3.65,,,9782226131904,688,3,3/7/2020,,
320,1,1,Stephen King,,The Dark Tower ,,4.28,,,,1050,3,3/7/2020,,
321,1,1,Stephen King,,Wolves of the Calla ,,4.19,,,9781416516934,960,3,3/7/2020,,
322,1,1,Stephen King,,Bag of Bones,,3.92,,,9780671024239,736,3,3/7/2020,,
323,1,1,Stephen King,,Wizard and Glass ,,4.26,,,9780340829783,845,3,3/7/2020,,
324,1,1,Stephen King,,The Dead Zone,,3.96,,,9780451155757,402,3,3/7/2020,,
325,1,1,Stephen King,,Cell,,3.66,,,9781416524519,449,3,3/7/2020,,
326,1,1,Stephen King,,Firestarter,,3.91,,,,564,3,3/7/2020,,
327,1,1,Stephen King,,Christine,,3.84,,,9782253147695,411,3,3/7/2020,,
328,1,1,Stephen King,,Different Seasons,,4.35,,,9780751514629,560,3,3/7/2020,,
329,1,1,Stephen King,,The Waste Lands ,,4.25,,,9780670032563,590,3,3/7/2020,,
330,1,1,Stephen King,,Needful Things,,3.97,,,,790,3,3/7/2020,,
331,1,1,Stephen King,,Cujo,,3.78,,,9780307348241,432,3,3/7/2020,,
332,1,1,Stephen King,,Mr. Mercedes ,,4.01,,,9781476754451,437,3,3/7/2020,,
333,1,1,Stephen King,,The Drawing of the Three ,,4.23,,,9780451210852,463,3,3/7/2020,,
334,1,1,Stephen King,,On Writing: A Memoir of the Craft,,4.34,,,9780743455961,320,3,3/7/2020,,
