id,book_type,book_language,authors,image,title,book_genre,rating,published_date,description,isbn_13,page_count,book_status,date_added,date_read,goodreads_link
335,1,1,Stephen King,,Under the Dome,,3.92,,,9781439148501,1074,3,3/7/2020,,
336,1,1,Stephen King,,The Stand,,4.35,,,,1152,3,3/7/2020,,
337,1,1,Stephen King,,The Green Mile,,4.48,,,9780451933027,592,3,3/7/2020,,
338,1,1,Stephen King,,’Salem’s Lot,,4.06,,,9780450031069,483,3,3/7/2020,,
339,1,1,Stephen King,,11/22/63,,4.33,,,9781451627282,849,3,3/7/2020,,
340,1,1,Stephen King,,The Gunslinger ,,3.92,,,,231,3,3/7/2020,,
341,1,1,Stephen Booth,,Fall Down Dead ,,3.92,,,9780751567618,384,3,3/7/2020,,
342,1,1,Stephen Booth,,Dead in the Dark ,,3.82,,,,295,3,3/7/2020,,
343,1,1,Stephen Booth,,Secrets of Death ,,3.73,,,,400,3,3/7/2020,,
344,1,1,Stephen Booth,,The Murder Road ,,3.78,,,9780751559941,416,3,3/7/2020,,
345,1,1,Stephen Booth,,The Corpse Bridge ,,3.79,,,,401,3,3/7/2020,,
346,1,1,Stephen Booth,,Already Dead ,,3.79,,,9780751551716,384,3,3/7/2020,,
347,1,1,Stephen Booth,,Dead and Buried ,,3.92,,,9781847444813,384,3,3/7/2020,,
348,1,1,Stephen Booth,,Claws ,,3.57,,,9781905512249,96,3,3/7/2020,,
349,1,1,Stephen Booth,,The Devil's Edge ,,3.76,,,9781847444790,344,3,3/7/2020,,
350,1,1,Stephen Booth,,Lost River ,,3.78,,,9780007243488,360,3,3/7/2020,,
351,1,1,Stephen Booth,,Dying to Sin ,,3.92,,,9780007243426,408,3,3/7/2020,,
352,1,1,Stephen Booth,,The Kill Call ,,3.81,,,9780007243457,408,3,3/7/2020,,
353,1,1,Stephen Booth,,Scared to Live ,,3.85,,,9780007172108,630,3,3/7/2020,,
354,1,1,Stephen Booth,,One Last Breath ,,3.87,,,9780440242703,560,3,3/7/2020,,
355,1,1,Stephen Booth,,Blind To The Bones ,,3.84,,,9780440242901,608,3,3/7/2020,,
356,1,1,Stephen Booth,,Blood on the Tongue ,,3.93,,,9780743457835,480,3,3/7/2020,,
357,1,1,Stephen Booth,,Dancing with the Virgins ,,3.84,,,9780743431002,528,3,3/7/2020,,
358,1,1,Ruth Ware,,Huis te koop,,3.29,,,9789024581788,17,3,3/7/2020,,
359,1,1,Ruth Ware,,The Turn of the Key,,3.92,,,9781501188770,337,3,3/7/2020,,
360,1,1,Ruth Ware,,The Lying Game,,3.53,,,9781501156007,370,3,3/7/2020,,
361,1,1,Ruth Ware,,The Woman in Cabin 10,,3.74,,,9781501132933,341,3,3/7/2020,,
362,1,1,Ruth Ware,,"In a Dark, Dark Wood",,3.72,,,9781501112331,308,3,3/7/2020,,
363,1,1,Robert Ludlum,,The Icarus Agenda,,3.98,,,9780553278002,678,3,3/7/2020,,
364,1,1,Robert Ludlum Stephen Gilpin,,The Matarese Countdown ,,3.9,,,9780752858456,576,3,3/7/2020,,
365,1,1,Robert Ludlum,,The Matarese Circle ,,4.07,,,9780752858555,544,3,3/7/2020,,
366,1,1,Eric Van Lustbader,,The Bourne Initiative ,,3.81,,,9781455598014,432,3,3/7/2020,,
367,1,1,Eric Van Lustbader,,The Bourne Enigma ,,3.85,,,9781455597949,420,3,3/7/2020,,
368,1,1,Eric Van Lustbader,,The Bourne Ascendancy ,,3.93,,,9781455577538,454,3,3/7/2020,,
369,1,1,Eric Van Lustbader,,The Bourne Retribution ,,4.02,,,9781409149248,432,3,3/7/2020,,
370,1,1,Eric Van Lustbader,,The Bourne Imperative ,,3.89,,,9780446564472,435,3,3/7/2020,,
371,1,1,Eric Van Lustbader,,The Bourne Objective ,,4.08,,,9780446539814,437,3,3/7/2020,,
372,1,1,Eric Van Lustbader,,The Bourne Dominion ,,3.94,,,9780446564441,421,3,3/7/2020,,
373,1,1,Eric Van Lustbader,,The Bourne Deception ,,4.03,,,9780446539821,423,3,3/7/2020,,
374,1,1,Eric Van Lustbader,,The Bourne Sanction ,,3.9,,,9780446539869,484,3,3/7/2020,,
375,1,1,Eric Van Lustbader,,The Bourne Betrayal ,,3.9,,,9780446580373,486,3,3/7/2020,,
376,1,1,Robert Ludlum,,The Bourne Ultimatum ,,4.07,,,9780752858494,725,3,3/7/2020,,
377,1,1,Robert Ludlum,,The Bourne Supremacy ,,4.11,,,9780752863887,688,3,3/7/2020,,
378,1,1,Rick Yancey,,The Thirteenth Skull ,,3.9,,,9781599901145,304,3,3/7/2020,,
379,1,1,Rick Yancey,,The Extraordinary Adventures of Alfred Kropp ,,3.76,,,9781582346939,375,3,3/7/2020,,
380,1,1,Rick Yancey,,The Seal of Solomon ,,3.89,,,9781599900452,336,3,3/7/2020,,
381,1,1,Rick Yancey,,The Final Descent ,,3.8,,,9781442451551,320,3,3/7/2020,,
382,1,1,Rick Yancey,,The Isle of Blood ,,4.23,,,9781416984528,538,3,3/7/2020,,
383,1,1,Rick Yancey,,The Curse of the Wendigo ,,4.17,,,9781416984504,424,3,3/7/2020,,
384,1,1,Rick Yancey,,The Monstrumologist ,,3.91,,,9781416984481,434,3,3/7/2020,,
385,1,1,Richard Matheson,,Duel,,4.03,,,9780312878269,400,3,3/7/2020,,
386,1,1,Richard Matheson,,Road Rage,,3.92,,,9780061726354,120,3,3/7/2020,,
387,1,1,Richard Matheson,,The Shrinking Man,,3.78,,,9780575074637,201,3,3/7/2020,,
388,1,1,Richard Matheson,,Somewhere In Time,,3.85,,,9780312868864,316,3,3/7/2020,,
389,1,1,Richard Matheson,,"Nightmare at 20,000 Feet: Horror Stories",,4.07,,,9780312878276,336,3,3/7/2020,,
