id,name
1,Science Fiction
2,Historical Fiction
3,Mystery
4,Memoir
5,Dystopian
6,Graphic Novel
7,Biography
8,Fantasy
9,Horror
10,Young Adult
11,Adventure
12,Magical Realism
13,Short Story
14,Fairy Tale
15,Historical
16,Thriller
17,Literary Fiction
18,Romance
19,Contemporary
20,Comedy
21,Western
