id,book_type,book_language,authors,image,title,book_genre,rating,published_date,description,isbn_13,page_count,book_status,date_added,date_read,goodreads_link,goodreads_book_id,goodreads_image_link
249,1,,Susan Ee,,Lumea de Apoi ,,4.15,,,9786067199314,392,,2020-03-07,,,35278637,
250,1,,Jaroslav Kalfar,,Astronautul din Boemia,,3.81,,,,336,,2020-03-07,,,38891524,
251,1,,E. Lockhart,,Impostoarea,,3.25,,,,288,,2020-03-07,,,36763275,
252,1,,J.D. Horn,,Sursa ,,3.96,,,,440,,2020-03-07,,,38106591,
253,1,,Patrick Ness,,Monștrii din oameni,,4.22,,,9786067198317,600,,2020-03-07,,,44584989,
254,1,,Pierre Lemaitre,,Rosy & John ,,3.62,,,9782253175957,142,,2020-03-07,,,18271724,
255,1,,J.D. Horn,,Bariera ,,3.82,,,,360,,2020-03-07,,,36764293,
256,1,,Alexandra Bracken,,După asfințit ,,4.25,,,,624,,2020-03-07,,,37881258,
257,1,,Alice Broadway,,Cerneală ,,3.58,,,9786064003218,336,,2020-03-07,,,38106565,
258,1,,Kathryn Hughes,,Scrisoare pentru două iubiri,,4.05,,,,376,,2020-03-07,,,36697514,
259,1,,James Dashner,,Controlul gandurilor ,,3.95,,,9786064001153,336,,2020-03-10,,,36630475,
260,1,,Max Eisen,,Cu pretul vietii-O poveste despre curaj si supravietuire la Auschwitz,,4.56,,,9786060061366,256,,2020-03-07,,,43667590,
261,1,,Gillian Flynn,,Locuri întunecate,,3.95,,,9786067191066,482,,2020-03-02,2020-03-07,,23215432,
262,1,,Jeff Lindsay,,Dexter: Vise întunecate ,,3.9,,,9786069351086,273,,2020-03-02,2020-03-07,,22678706,
263,1,,Jeff Lindsay,,Dragul și devotatul Dexter,,3.86,,,9786068673318,293,,2020-03-02,2020-03-07,,34625110,
264,1,,Renée Knight,,Avertisment,,3.6,,,9786067192858,336,,2020-03-02,2020-03-07,,25677959,
265,1,,Rodica Ojog-Braşoveanu,,Crimă prin mica publicitate,,3.65,,,,96,,2020-03-02,2020-03-07,,13507716,
266,1,,Rick Yancey,,Ultima stea ,,3.61,,,,391,,2020-03-02,2020-03-07,,34946763,
267,1,,Rick Yancey,,Marea nesfârşită ,,3.84,,,9786069396209,384,,2020-03-02,2020-03-07,,26516587,
268,1,,Rick Yancey,,Al cincilea val ,,4.01,,,9786069363195,530,,2020-03-02,2020-03-07,,24924155,
269,1,,Rodica Ojog-Braşoveanu,,Apel din necunoscut,,4.16,,,9786065793132,303,,2020-03-02,2020-03-07,,17257382,
270,1,,Philip Roth,,Pata umană,,3.91,,,9789736812422,480,,2020-03-02,2020-03-07,,17264712,
271,1,,Rodica Ojog-Braşoveanu,,Moartea semnează indescifrabil,,4.13,,,,270,,2020-03-02,2020-03-07,,9308125,
272,1,,Rodica Ojog-Braşoveanu,,Omul de la capătul firului,,4.02,,,,0,,2020-03-02,2020-03-07,,13361296,
273,1,,Truman Capote,,Cu sânge rece,,4.09,,,,421,,2020-03-02,2020-03-07,,40994480,
274,1,,Jay Asher,,Cele treisprezece motive,,3.85,,,9789731024462,320,,2020-03-02,2020-03-07,,16150015,
275,1,,Josh Malerman,,Bird Box: Orbește,,4.04,,,9786067935646,352,,2020-03-02,2020-03-07,,43601381,
276,1,,Shirley Jackson,,Casa bântuită,,3.82,,,9786063337833,246,,2020-03-02,2020-03-07,,46039878,
277,1,,Gillian Flynn,,Obiecte ascuţite,,4.02,,,9789737332301,240,,2020-03-02,2020-03-07,,15836874,
278,1,,E.O. Chirovici,,Cartea oglinzilor,,3.51,,,9786067762075,298,,2020-03-02,2020-03-07,,34118301,
279,1,,Jeffery Deaver,,Omul disparut ,,4.1,,,9789734607327,624,,2020-03-02,2020-03-07,,27865307,
280,1,,Stephen King,,Misery,,4.21,,,9789731432335,416,,2020-03-02,2020-03-07,,18186923,
281,1,,Anne Holt,,Eroare judiciară,,3.72,,,9789737073129,448,,2020-03-02,2020-03-07,,8474866,
282,1,,Jack Ross,,Recviem,,4.33,,,,0,,2020-03-02,2020-03-07,,51122925,
283,1,,P.J. Tracy,,Momeala vie,,4.06,,,9786068255613,384,,2020-03-02,2020-03-07,,17907698,
284,1,,James Patterson,,Detectivul Alex Cross,,4.04,,,9786066093101,0,,2020-03-02,2020-03-07,,44541610,
285,1,,Michael Cordy,,Lucifer,,3.74,,,9789731034270,384,,2020-03-02,2020-03-07,,38109978,
286,1,,William Diehl,,Cameleonul,,3.7,,,,460,,2020-03-07,,,24818316,
287,1,,Truman Capote,,Breakfast at Tiffany's and Three Stories,,3.85,,,,142,,2020-03-07,,,251688,
288,1,,Truman Capote,,"The Grass Harp, Including A Tree of Night and Other Stories",,4.01,,,9780679745570,272,,2020-03-07,,,9924,
289,1,,Truman Capote,,The Complete Stories of Truman Capote,,4.19,,,9781400096916,320,,2020-03-07,,,2281,
290,1,,Tom Gabbay,,The Tehran Conviction ,,3.84,,,9780061188459,282,,2020-03-07,,,6340161,
291,1,,Tom Gabbay,,The Lisbon Crossing ,,3.61,,,9780061188435,310,,2020-03-07,,,745597,
292,1,,Stephen King,,Jocul lui Gerald,,3.57,,,9789731431253,369,,2020-03-07,,,16080693,
293,1,,Stephen King,,The Little Sisters of Eluria,,4.19,,,9781880418734,312,,2020-03-07,,,6356190,
294,1,,Stephen King,,Lisey's Story,,3.7,,,9780743289412,513,,2020-03-07,,,10566,
295,1,,Stephen King,,Elevation,,3.65,,,9781982102319,146,,2020-03-07,,,38355410,
296,1,,Stephen King,,The Wind Through the Keyhole ,,4.14,,,,322,,2020-03-07,,,12341557,
297,1,,Stephen King,,Nightmares and Dreamscapes,,3.95,,,9780450610097,836,,2020-03-07,,,10588,
298,1,,Stephen King,,Hearts in Atlantis,,3.85,,,9780340818671,640,,2020-03-07,,,11602,
299,1,,Stephen King,,End of Watch ,,4.1,,,9781501129742,432,,2020-03-07,,,25526965,
300,1,,Stephen King,,The Institute,,4.2,,,,561,,2020-03-07,,,43798285,
301,1,,Stephen King,,Rose Madder,,3.75,,,,595,,2020-03-07,,,10619,
302,1,,Stephen King,,Revival,,3.8,,,9781476770383,405,,2020-03-07,,,20926278,
303,1,,Stephen King,,"Full Dark, No Stars",,4.08,,,9781439192566,368,,2020-03-07,,,7912007,
304,1,,Stephen King,,Four Past Midnight,,3.95,,,,930,,2020-03-07,,,133266,
305,1,,Stephen King,,Duma Key,,3.97,,,9781416552512,611,,2020-03-07,,,472343,
306,1,,Stephen King,,The Eyes of the Dragon,,3.94,,,,427,,2020-03-07,,,10611,
307,1,,Stephen King,,Finders Keepers ,,4.06,,,9781501100079,434,,2020-03-07,,,23492589,
308,1,,Stephen King,,Joyland,,3.93,,,9781781162644,285,,2020-03-07,,,13596166,
309,1,,Stephen King,,Skeleton Crew,,3.97,,,9780751504385,612,,2020-03-07,,,13440,
310,1,,Stephen King,,The Tommyknockers,,3.59,,,,747,,2020-03-07,,,17660,
311,1,,Stephen King,,The Mist,,3.94,,,,176,,2020-03-07,,,813214,
312,1,,Stephen King,,Desperation,,3.85,,,,547,,2020-03-07,,,10584,
313,1,,Stephen King,,The Girl Who Loved Tom Gordon,,3.63,,,9781416524298,264,,2020-03-07,,,11564,
314,1,,Stephen King,,The Dark Half,,3.8,,,9780450524684,469,,2020-03-07,,,11597,
315,1,,Stephen King,,Dolores Claiborne,,3.92,,,9781101138175,384,,2020-03-07,,,7278752,
316,1,,Stephen King,,Song of Susannah ,,3.99,,,,544,,2020-03-07,,,5093,
317,1,,Stephen King,,Insomnia,,3.83,,,9788497597722,896,,2020-03-07,,,10585,
318,1,,Stephen King,,Night Shift,,4.03,,,,409,,2020-03-07,,,10628,
319,1,,Stephen King,,Dreamcatcher,,3.65,,,9782226131904,688,,2020-03-07,,,11570,
320,1,,Stephen King,,The Dark Tower ,,4.28,,,,1050,,2020-03-07,,,5091,
321,1,,Stephen King,,Wolves of the Calla ,,4.19,,,9781416516934,960,,2020-03-07,,,4978,
322,1,,Stephen King,,Bag of Bones,,3.92,,,9780671024239,736,,2020-03-07,,,10589,
323,1,,Stephen King,,Wizard and Glass ,,4.26,,,9780340829783,845,,2020-03-07,,,5096,
324,1,,Stephen King,,The Dead Zone,,3.96,,,9780451155757,402,,2020-03-07,,,11573,
325,1,,Stephen King,,Cell,,3.66,,,9781416524519,449,,2020-03-07,,,10567,
326,1,,Stephen King,,Firestarter,,3.91,,,,564,,2020-03-07,,,233667,
327,1,,Stephen King,,Christine,,3.84,,,9782253147695,411,,2020-03-07,,,10629,
328,1,,Stephen King,,Different Seasons,,4.35,,,9780751514629,560,,2020-03-07,,,39662,
329,1,,Stephen King,,The Waste Lands ,,4.25,,,9780670032563,590,,2020-03-07,,,34084,
330,1,,Stephen King,,Needful Things,,3.97,,,,790,,2020-03-07,,,107291,
331,1,,Stephen King,,Cujo,,3.78,,,9780307348241,432,,2020-03-07,,,10603,
332,1,,Stephen King,,Mr. Mercedes ,,4.02,,,9781476754451,437,,2020-03-07,,,18775247,
333,1,,Stephen King,,The Drawing of the Three ,,4.23,,,9780451210852,463,,2020-03-07,,,5094,
334,1,,Stephen King,,On Writing: A Memoir of the Craft,,4.34,,,9780743455961,320,,2020-03-07,,,10569,
335,1,,Stephen King,,Under the Dome,,3.92,,,9781439148501,1074,,2020-03-07,,,6320534,
336,1,,Stephen King,,The Stand,,4.35,,,,1152,,2020-03-07,,,149267,
337,1,,Stephen King,,The Green Mile,,4.48,,,9780451933027,592,,2020-03-07,,,11566,
338,1,,Stephen King,,’Salem’s Lot,,4.06,,,9780450031069,483,,2020-03-07,,,11590,
339,1,,Stephen King,,11/22/63,,4.33,,,9781451627282,849,,2020-03-07,,,10644930,
340,1,,Stephen King,,The Gunslinger ,,3.92,,,,231,,2020-03-07,,,43615,
341,1,,Stephen Booth,,Fall Down Dead ,,3.92,,,9780751567618,384,,2020-03-07,,,37944314,
342,1,,Stephen Booth,,Dead in the Dark ,,3.83,,,,295,,2020-03-07,,,33280952,
343,1,,Stephen Booth,,Secrets of Death ,,3.73,,,,400,,2020-03-07,,,29074950,
344,1,,Stephen Booth,,The Murder Road ,,3.78,,,9780751559941,416,,2020-03-07,,,25831890,
345,1,,Stephen Booth,,The Corpse Bridge ,,3.79,,,,401,,2020-03-07,,,20094177,
346,1,,Stephen Booth,,Already Dead ,,3.79,,,9780751551716,384,,2020-03-07,,,17447624,
347,1,,Stephen Booth,,Dead and Buried ,,3.92,,,9781847444813,384,,2020-03-07,,,12543587,
348,1,,Stephen Booth,,Claws ,,3.57,,,9781905512249,96,,2020-03-07,,,1187852,
349,1,,Stephen Booth,,The Devil's Edge ,,3.76,,,9781847444790,344,,2020-03-07,,,10446384,
350,1,,Stephen Booth,,Lost River ,,3.78,,,9780007243488,360,,2020-03-07,,,7599895,
351,1,,Stephen Booth,,Dying to Sin ,,3.92,,,9780007243426,408,,2020-03-07,,,1187849,
352,1,,Stephen Booth,,The Kill Call ,,3.81,,,9780007243457,408,,2020-03-07,,,6082758,
353,1,,Stephen Booth,,Scared to Live ,,3.85,,,9780007172108,630,,2020-03-07,,,1187860,
354,1,,Stephen Booth,,One Last Breath ,,3.87,,,9780440242703,560,,2020-03-07,,,145528,
355,1,,Stephen Booth,,Blind To The Bones ,,3.84,,,9780440242901,608,,2020-03-07,,,216314,
356,1,,Stephen Booth,,Blood on the Tongue ,,3.93,,,9780743457835,480,,2020-03-07,,,503232,
357,1,,Stephen Booth,,Dancing with the Virgins ,,3.84,,,9780743431002,528,,2020-03-07,,,522367,
358,1,,Ruth Ware,,Huis te koop,,3.29,,,9789024581788,17,,2020-03-07,,,37640637,
359,1,,Ruth Ware,,The Turn of the Key,,3.92,,,9781501188770,337,,2020-03-07,,,42080142,
360,1,,Ruth Ware,,The Lying Game,,3.53,,,9781501156007,370,,2020-03-07,,,32895291,
361,1,,Ruth Ware,,The Woman in Cabin 10,,3.74,,,9781501132933,341,,2020-03-07,,,28187230,
362,1,,Ruth Ware,,"In a Dark, Dark Wood",,3.72,,,9781501112331,308,,2020-03-07,,,27834600,
363,1,,Robert Ludlum,,The Icarus Agenda,,3.98,,,9780553278002,678,,2020-03-07,,,573201,
364,1,,Robert Ludlum Stephen Gilpin,,The Matarese Countdown ,,3.9,,,9780752858456,576,,2020-03-07,,,573202,
365,1,,Robert Ludlum,,The Matarese Circle ,,4.07,,,9780752858555,544,,2020-03-07,,,31231,
366,1,,Eric Van Lustbader,,The Bourne Initiative ,,3.82,,,9781455598014,432,,2020-03-07,,,31933375,
367,1,,Eric Van Lustbader,,The Bourne Enigma ,,3.85,,,9781455597949,420,,2020-03-07,,,29775887,
368,1,,Eric Van Lustbader,,The Bourne Ascendancy ,,3.93,,,9781455577538,454,,2020-03-07,,,18656238,
369,1,,Eric Van Lustbader,,The Bourne Retribution ,,4.02,,,9781409149248,432,,2020-03-07,,,18759910,
370,1,,Eric Van Lustbader,,The Bourne Imperative ,,3.9,,,9780446564472,435,,2020-03-07,,,12988988,
371,1,,Eric Van Lustbader,,The Bourne Objective ,,4.08,,,9780446539814,437,,2020-03-07,,,7144426,
372,1,,Eric Van Lustbader,,The Bourne Dominion ,,3.94,,,9780446564441,421,,2020-03-07,,,9682791,
373,1,,Eric Van Lustbader,,The Bourne Deception ,,4.03,,,9780446539821,423,,2020-03-07,,,5327061,
374,1,,Eric Van Lustbader,,The Bourne Sanction ,,3.9,,,9780446539869,484,,2020-03-07,,,2590991,
375,1,,Eric Van Lustbader,,The Bourne Betrayal ,,3.9,,,9780446580373,486,,2020-03-07,,,70087,
376,1,,Robert Ludlum,,The Bourne Ultimatum ,,4.07,,,9780752858494,725,,2020-03-07,,,31259,
377,1,,Robert Ludlum,,The Bourne Supremacy ,,4.11,,,9780752863887,688,,2020-03-07,,,15769,
378,1,,Rick Yancey,,The Thirteenth Skull ,,3.91,,,9781599901145,304,,2020-03-07,,,2043256,
379,1,,Rick Yancey,,The Extraordinary Adventures of Alfred Kropp ,,3.76,,,9781582346939,375,,2020-03-07,,,670339,
380,1,,Rick Yancey,,The Seal of Solomon ,,3.89,,,9781599900452,336,,2020-03-07,,,384565,
381,1,,Rick Yancey,,The Final Descent ,,3.8,,,9781442451551,320,,2020-03-07,,,13260751,
382,1,,Rick Yancey,,The Isle of Blood ,,4.23,,,9781416984528,538,,2020-03-07,,,9955669,
383,1,,Rick Yancey,,The Curse of the Wendigo ,,4.17,,,9781416984504,424,,2020-03-07,,,7775755,
384,1,,Rick Yancey,,The Monstrumologist ,,3.91,,,9781416984481,434,,2020-03-07,,,6457229,
385,1,,Richard Matheson,,Duel,,4.03,,,9780312878269,400,,2020-03-07,,,33554,
386,1,,Richard Matheson,,Road Rage,,3.92,,,9780061726354,120,,2020-03-07,,,3547311,
387,1,,Richard Matheson,,The Shrinking Man,,3.78,,,9780575074637,201,,2020-03-07,,,33549,
388,1,,Richard Matheson,,Somewhere In Time,,3.85,,,9780312868864,316,,2020-03-07,,,581126,
389,1,,Richard Matheson,,"Nightmare at 20,000 Feet: Horror Stories",,4.07,,,9780312878276,336,,2020-03-07,,,33544,
390,1,,Richard Matheson,,What Dreams May Come,,3.95,,,9780765308702,288,,2020-03-07,,,33555,
391,1,,Richard Matheson,,A Stir of Echoes,,3.86,,,9780765308719,224,,2020-03-07,,,33553,
392,1,,Richard Matheson,,Hell House,,3.75,,,9780727860996,301,,2020-03-07,,,33547,
393,1,,Raymond Khoury,,Rasputin's Shadow ,,3.69,,,9780525953135,416,,2020-03-07,,,17624976,
394,1,,Raymond Khoury,,The End Game ,,3.92,,,9781409143833,416,,2020-03-07,,,25809834,
395,1,,Raymond Khoury,,The Devil's Elixir ,,3.75,,,9780525952435,384,,2020-03-07,,,10794693,
396,1,,Ransom Riggs,,The Desolations of Devil's Acre ,,4.23,,,,528,,2020-03-07,,,41556895,
397,1,,Ransom Riggs,,The Conference of the Birds ,,4.09,,,9780735231511,400,,2020-03-07,,,41556894,
398,1,,Ransom Riggs,,A Map of Days ,,4.12,,,9780735231481,496,,2020-03-07,,,32943032,
399,1,,P.J. Tracy,,Ice Cold Heart ,,4.13,,,9780241345825,384,,2020-03-07,,,43201777,
400,1,,P.J. Tracy,,The Guilty Dead ,,4.09,,,9781683318583,325,,2020-03-07,,,39786551,
401,1,,P.J. Tracy,,Nothing Stays Buried ,,4.14,,,9780735212459,308,,2020-03-07,,,32956364,
402,1,,P.J. Tracy,,The Sixth Idea ,,3.98,,,9780399169359,306,,2020-03-07,,,27774621,
403,1,,P.J. Tracy,,Off the Grid ,,3.87,,,9780399158049,320,,2020-03-07,,,13593923,
404,1,,P.J. Tracy,,Snow Blind ,,3.96,,,9780399153396,320,,2020-03-07,,,44784,
405,1,,P.J. Tracy,,Shoot to Thrill ,,3.96,,,9780399155208,308,,2020-03-07,,,5967294,
406,1,,P.J. Tracy,,Monkeewrench ,,4.12,,,9780451211576,421,,2020-03-07,,,44783,
407,1,,N.K. Jemisin,,The Stone Sky ,,4.35,,,,416,,2020-03-07,,,31817749,
408,1,,Mons Kallentoft,,Spring Remains,,3.7,,,9781451642711,480,,2020-03-07,,,22609467,
409,1,,Mons Kallentoft,,Summer Death ,,3.58,,,9781451642544,464,,2020-03-07,,,16130425,
410,1,,Marian Coman,,Haiganu. Tristețea zeilor,,0.0,,,,0,,2020-03-07,,,40191743,
411,1,1,Marian Coman,,Haiganu. Furia Oarbă ,,4.35,,"<p><span style=""color:hsl(0, 0%, 0%);"">Un copil ucis în încleștarea Celor Mari. Cohorte de monştri înfiorători. Două lumi în pragul dezastrului și un zeu ajuns la capătul răbdării. Oroare, aventură și mister, în cel de-al doilea volum din seria Haiganu.Când războiul prinde în ghearele sale lumea, creaturile mânate în luptă de Dekibalos, Moroianu și Akarun trec prin foc și sabie cetate după cetate, în vreme ce un mag proscris ajunge dincolo de marea cea mare, în tărâmurile neumblate, iar un copil pășește în lumea Celor Mari unde-l așteaptă grozăvii mai mari decât cele pe care le-a îndurat pe pământ. Va reuși Haiganu să salveze lumea sau va fi el însuși cel care îi va pune capăt?Ilustrat de graficianul Andrei Moldovan, romanul lui Marian Coman continuă povestea din ”Haiganu. Fluviul Șoaptelor”, într-un univers fantastic ce-și trage seva din mitologia traco-dacă și din folclorul românesc.</span></p>",9786069364079,240,,2020-03-07,,https://www.goodreads.com/book/show/34909432-haiganu-furia-oarb,34909432,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1492693923i/34909432.jpg
412,1,,Margaret Atwood,,Inima cedează ultima,,3.4,,,9786067106398,496,,2020-03-02,,,49211059,
413,1,,Jeffery Deaver,,Solitude Creek ,,3.91,,,9781455517152,456,,2020-03-07,,,23197534,
414,1,,Jeffery Deaver,,XO ,,3.79,,,,385,,2020-03-07,,,12988640,
415,1,,Jeffery Deaver,,The Sleeping Doll ,,3.94,,,9780340833841,448,,2020-03-07,,,1050383,
416,1,,Jeffery Deaver,,The Cutting Edge ,,4.06,,,9781455536429,434,,2020-03-07,,,36040518,
417,1,,Jeffery Deaver,,The Burial Hour ,,3.87,,,9781455536375,480,,2020-03-07,,,31423445,
418,1,,Jeffery Deaver,,The Deliveryman ,,3.86,,,,75,,2020-03-07,,,28602068,
419,1,,Jeffery Deaver,,A Textbook Case ,,3.93,,,9781455526833,45,,2020-03-07,,,15791551,
420,1,,James Patterson,,Criss Cross ,,4.26,,,9781473563049,400,,2020-03-07,,,44032726,
421,1,,James Patterson,,Target: Alex Cross ,,4.11,,,,414,,2020-03-07,,,42286254,
422,1,,James Patterson,,The People vs. Alex Cross ,,4.23,,,,432,,2020-03-07,,,34522506,
423,1,,James Patterson,,Detective Cross ,,4.11,,,,145,,2020-03-07,,,33540631,
424,1,,James Patterson,,Cross the Line ,,4.08,,,9781784752026,400,,2020-03-07,,,28936152,
425,1,,James Patterson,,Cross Kill ,,3.94,,,9780316317146,113,,2020-03-07,,,28925608,
426,1,,James Patterson,,Cross Justice ,,4.26,,,9780316407137,528,,2020-03-07,,,25066591,
427,1,,James Patterson,,"Alex Cross, Run ",,4.1,,,9780316097529,416,,2020-03-07,,,13521299,
428,1,,James Patterson,,"Merry Christmas, Alex Cross ",,3.92,,,9780316210737,352,,2020-03-07,,,13097901,
429,1,,James Patterson,,Kill Alex Cross ,,4.06,,,9781846057649,375,,2020-03-07,,,10343389,
430,1,,James Patterson,,Cross Fire ,,4.11,,,9780316036177,356,,2020-03-07,,,7856305,
431,1,,James Patterson,,"I, Alex Cross ",,4.04,,,9780316018784,400,,2020-03-07,,,6405929,
432,1,,James Patterson,,Double Cross ,,4.04,,,9780316015059,389,,2020-03-07,,,552887,
433,1,,James Patterson,,Cross Country ,,3.88,,,9780316024648,480,,2020-03-07,,,1713912,
434,1,,James Patterson,,"Mary, Mary ",,3.99,,,9780446619035,413,,2020-03-07,,,84736,
435,1,,James Patterson,,London Bridges ,,3.96,,,9780446613354,403,,2020-03-07,,,13151,
436,1,,James Patterson,,The Big Bad Wolf  ,,4.03,,,9780446610223,400,,2020-03-07,,,6588,
437,1,,James Patterson,,Four Blind Mice ,,4.03,,,9780747266921,416,,2020-03-07,,,53625,
438,1,,James Patterson,,Violets Are Blue ,,3.99,,,9780446611213,391,,2020-03-07,,,79379,
439,1,,James Patterson,,Roses Are Red ,,4.07,,,9780446605489,416,,2020-03-07,,,79378,
440,1,,James Patterson,,Pop Goes the Weasel ,,4.03,,,9780446608817,461,,2020-03-07,,,13143,
441,1,,James Patterson,,Cat & Mouse ,,4.02,,,,416,,2020-03-07,,,21436,
442,1,,James Patterson,,Along Came a Spider ,,4.13,,,9780446692632,449,,2020-03-07,,,13145,
443,1,,James Patterson,,Jack & Jill ,,3.99,,,9780446692656,466,,2020-03-07,,,13140,
444,1,,James Patterson,,Kiss the Girls ,,3.99,,,9780446677387,481,,2020-03-07,,,13148,
445,1,,Jack Whyte,,Order in Chaos ,,3.95,,,9780399155772,560,,2020-03-07,,,6085820,
446,1,,Jack Whyte,,Standard of Honor ,,3.89,,,9780670045143,540,,2020-03-07,,,1650462,
447,1,,Dmitry Glukhovsky,,Metro 2033 ,,4.02,,,9781481845700,458,,2020-03-07,,,17274667,
448,1,,Dmitry Glukhovsky,,Metro 2035 ,,3.94,,,9781539930723,497,,2020-03-07,,,33113864,
449,1,,Dmitry Glukhovsky,,Metro 2034 ,,3.51,,,9783453533011,526,,2020-03-07,,,6667916,
450,1,,Craig Russell,,The Ghosts of Altona ,,4.05,,,9781780874920,432,,2020-03-07,,,25367162,
451,1,,Craig Russell,,A Fear Of Dark Water ,,3.86,,,9780091921460,352,,2020-03-07,,,10593415,
452,1,,Craig Russell,,The Valkyrie Song ,,4.07,,,9780091921446,416,,2020-03-07,,,7054697,
453,1,,Russell Craig,,The Carnival Master ,,3.92,,,9780099522645,441,,2020-03-07,,,6456890,
454,1,,Craig Russell,,Brother Grimm ,,3.89,,,9780099484226,448,,2020-03-07,,,1033957,
455,1,,Craig Russell,,Blood Eagle ,,3.78,,,9780099472582,482,,2020-03-07,,,2187393,
456,1,,Andrew Gross,,One Mile Under ,,3.86,,,9780061655999,396,,2020-03-07,,,18634986,
457,1,,Andrew Gross,,Reckless ,,3.83,,,9780061655951,401,,2020-03-07,,,6975850,
458,1,,Andrew Gross,,Don't Look Twice ,,3.79,,,9780061143441,376,,2020-03-07,,,4774462,
459,1,,Alex Berenson,,The Prisoner ,,4.21,,,,430,,2020-03-07,,,30583156,
460,1,,Alex Berenson,,The Wolves ,,4.08,,,9780399176142,389,,2020-03-07,,,25716596,
461,1,,Alex Berenson,,Twelve Days ,,4.08,,,9780399159749,422,,2020-03-07,,,22571522,
462,1,,Alex Berenson,,The Night Ranger ,,4.08,,,9780399159725,387,,2020-03-07,,,15815367,
463,1,,Alex Berenson,,The Shadow Patrol ,,4.13,,,9780399158292,400,,2020-03-07,,,11890812,
464,1,,Alex Berenson,,The Secret Soldier  ,,4.16,,,9780399157080,401,,2020-03-07,,,8733507,
465,1,,Alex Berenson,,The Midnight House ,,4.03,,,9780399156205,385,,2020-03-07,,,6999817,
466,1,,Alex Berenson,,The Ghost War ,,4.05,,,9780399154539,383,,2020-03-07,,,1159413,
467,1,,Jeffery Deaver,,Edge,,4.0,,,9781439195956,416,,2020-03-02,,,9435890,
468,1,,Jeffery Deaver,,The Steel Kiss ,,4.05,,,9781455536344,486,,2020-03-02,,,25861995,
469,1,,Jeffery Deaver,,The Kill Room ,,3.9,,,9781444757330,456,,2020-03-02,,,16051543,
470,1,,Jeffery Deaver,,The Skin Collector  ,,3.99,,,9781455517138,430,,2020-03-02,,,18453226,
471,1,,Jeffery Deaver,,The Burning Wire ,,4.05,,,9781439156339,414,,2020-03-02,,,7099389,
472,1,,Patricia Cornwell,,Trace ,,3.82,,,9780425204207,401,,2020-03-02,,,6530,
473,1,,M.J. Arlidge,,Ghici cine moare primul,,3.95,,,9786067191721,408,,2020-03-02,,,25098191,
474,1,,John Grisham,,Campionul din Arkansas,,3.75,,,9789731035635,448,,2020-03-02,,,18275015,
475,1,,Meg Gardiner,,Lantul de crime ,,3.89,,,9786068631288,352,,2020-03-02,,,26212864,
476,1,,B.A. Paris,,În spatele ușilor închise,,3.98,,,,304,,2020-03-02,,,36670250,
477,1,,James Rayburn,,Adevărul absolut,,3.85,,,9786069418581,352,,2020-03-02,,,39801987,
478,1,,Haylen Beck,,Dispariția din Silver Water,,3.99,,,9786067631302,352,,2020-03-02,,,35765093,
479,1,,Jeffrey Archer,,Ai grija ce-ti doresti ,,4.12,,,,448,,2020-03-02,,,25463443,
480,1,,Mikkel Birkegaard,,Condamnat la moarte,,2.79,,,9789734625406,352,,2020-03-02,,,18157957,
481,1,,Mikkel Birkegaard,,Biblioteca umbrelor,,3.39,,,9789734619863,504,,2020-03-02,,,13425169,
482,1,,Jeffery Deaver,,Gradina fiarelor,,3.89,,,9786066093132,537,,2020-03-02,,,18730166,
483,1,,Jeffery Deaver,,A douasprezecea carte ,,3.99,,,9786066090391,474,,2020-03-02,,,18730187,
484,1,,Jeffery Deaver,,Dansand cu moartea ,,4.16,,,9786068255927,480,,2020-03-02,,,18730178,
485,1,,Jeffery Deaver,,Fereastra sparta ,,4.09,,,9786066092975,544,,2020-03-02,,,18730177,
486,1,,Jeffery Deaver,,Luna rece ,,4.06,,,9789731032177,448,,2020-03-02,,,27865290,
487,1,,Jeffery Deaver,,Colectionarul de oase ,,4.2,,,9789734602254,560,,2020-03-02,,,22041596,
488,1,,Jeffery Deaver,,Scaunul gol,,4.07,,,9789731036304,512,,2020-03-02,,,17882082,
489,1,,Jeffery Deaver,,Maimuta de piatra ,,3.97,,,9789735400408,480,,2020-03-02,,,18274982,
490,1,,Patricia Cornwell,,Cartea morților,,3.69,,,9789731432939,576,,2020-03-02,,,16097399,
491,1,,Patricia Cornwell,,Ratiuni criminale,,3.72,,,9789735699222,448,,2020-03-02,,,17883469,
492,1,,Brandon Sanderson,,Eroul evurilor ,,4.53,,,9786067194760,824,,2020-03-02,,,28287133,
493,1,,Brandon Sanderson,,Fântâna Înălţării ,,4.38,,,9786067194012,862,,2020-03-02,,,26067839,
494,1,,Brandon Sanderson,,Ultimul imperiu ,,4.48,,,9789737078230,816,,2020-03-02,,,22369449,
495,1,,Paula Hawkins,,În ape adânci,,3.59,,,9786064001146,432,,2020-03-02,,,35288371,
496,1,,Marc Levy,,Ea și El,,3.71,,,,320,,2020-03-02,,,34213330,
497,1,,Brandon Sanderson,,Aliați în Slujba Dreptății ,,4.21,,,9786064003041,376,,2020-03-02,,,36668104,
498,1,,John Fowles,,Magicianul,,4.05,,,9789734636808,751,,2020-03-02,,,18747026,
499,1,,Rodica Ojog-Braşoveanu,,Întâlnire la Elysée ,,3.84,,,9786067583113,0,,2020-03-02,,,38235474,
