movie_type,title,original_title,movie_genre,rating,launch_date,description,movie_link,movie_image_link,movie_status
2,Libertate,Libertate,8,8.1,2023-08-14,"<p><span style=""color:hsl(0,0%,0%);"">In the chaotic days of the December 1989 revolution that overthrew the Communist regime, the Transylvanian city of Sibiu becomes the scene of a violent assault on a Police unit that quickly escalates into a bloody confrontation between soldiers, policemen, civilian protesters and representatives of the secret police. In a desperate attempt to escape the siege, Police captain Viorel is captured by the army and thrown into an empty swimming pool along with hundreds of prisoners accused of being terrorists.</span></p>",https://www.imdb.com/title/tt25504794/,,2
1,Clanul,Clanul,1,7.5,2022-08-19,"<p><span style=""color:hsl(0, 0%, 0%);"">The Clan is an adaptation that will center on an engaging story about the classic struggle between the Police and the Mafia. Tensions will rise as love stories spice up the eternal battle between good and evil.</span></p>",https://www.imdb.com/title/tt21603982/,,2
1,Groapa,Groapa,1,7.6,2023-09-15,"<p><span style=""color:hsl(0, 0%, 0%);"">The series ""Groapa"" presents a realistic and harsh picture of mafia life, family relationships, problems and love stories in a way that will make the people at home enjoy every second and understand that family is everything .</span></p>",https://www.imdb.com/title/tt29041303/,,2
2,Tati Part Time,Tati Part Time,5,7.0,2024-01-02,"<p><span style=""color:hsl(0, 0%, 0%);"">A lawyer willing to compromise for his career, must care for Maya, his 8-year-old goddaughter. Their orderly lives are disrupted as he adjusts to parenthood and she to her new guardian.</span></p>",https://www.imdb.com/title/tt30430918/,,2
2,Societatea zăpezii,La sociedad de la nieve,2,7.9,2023-09-09,"<p><span style=""color:hsl(0, 0%, 0%);"">The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.</span></p>",https://www.imdb.com/title/tt16277242/,,2
2,Z for Zachariah,Z for Zachariah,8,6.0,2015-01-24,"<p><span style=""color:hsl(0, 0%, 0%);"">In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.</span></p>",https://www.imdb.com/title/tt1598642/,,1
1,Trasnitii din Queens,The King of Queens,5,7.4,1998-09-21,"<p><span style=""color:hsl(0, 0%, 0%);"">Deliveryman Doug Heffernan has a good life: He has a pretty wife (Carrie), a big television, and friends with which to watch it. Then Carrie's goofy, annoying father Arthur moves in with them.</span></p>",https://www.imdb.com/title/tt0165581/,,1
2,1922,1922,6,6.2,2017-09-23,"<p><span style=""color:hsl(0, 0%, 0%);"">A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.</span></p>",https://www.imdb.com/title/tt6214928/,,1
2,Percy Jackson şi Olimpienii: Hoţul fulgerului,Percy Jackson & the Olympians: The Lightning Thief,2,5.9,2010-02-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.</span></p>",https://www.imdb.com/title/tt0814255/,,1
2,The Revenant: Legenda lui Hugh Glass,The Revenant,1,8.0,2015-12-16,"<p><span style=""color:hsl(0, 0%, 0%);"">A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.</span></p>",https://www.imdb.com/title/tt1663202/,,1
2,"Precum in iad, asa si pe pamant","As Above, So Below",13,6.2,2014-08-19,"<p><span style=""color:hsl(0, 0%, 0%);"">When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.</span></p>",https://www.imdb.com/title/tt2870612/,,1
2,Autopsie fatală,The Autopsy of Jane Doe,13,6.8,2016-09-09,"<p><span style=""color:hsl(0, 0%, 0%);"">A father and son, both coroners, are pulled into a complex mystery while attempting to identify the cause of death of a young woman who was apparently harboring dark secrets.</span></p>",https://www.imdb.com/title/tt3289956/,,1
2,Sinister 2,Sinister 2,13,5.3,2015-08-19,"<p><span style=""color:hsl(0, 0%, 0%);"">A young mother and her twin sons move into a rural house that's marked for death.</span></p>",https://www.imdb.com/title/tt2752772/,,1
2,Sinister,Sinister,13,6.8,2012-03-11,"<p><span style=""color:hsl(0, 0%, 0%);"">A controversial true crime writer finds a box of super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s.</span></p>",https://www.imdb.com/title/tt1922777/,,1
2,Omul negru,The Babadook,13,6.8,2014-01-17,"<p><span style=""color:hsl(0, 0%, 0%);"">A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.</span></p>",https://www.imdb.com/title/tt2321549/,,1
2,Curse of the Blair Witch,Curse of the Blair Witch,13,6.5,1999-07-11,"<p><span style=""color:hsl(0, 0%, 0%);"">A mockumentary exploring the life of the Blair Witch and the three missing student filmmakers.</span></p>",https://www.imdb.com/title/tt0202493/,,2
2,The Blair Witch Project,The Blair Witch Project,13,6.5,1999-01-25,"<p><span style=""color:hsl(0, 0%, 0%);"">Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.</span></p>",https://www.imdb.com/title/tt0185937/,,1
2,Activitate paranormala. Dimensiunea spectrala,Paranormal Activity: The Ghost Dimension,13,4.6,2015-10-20,"<p><span style=""color:hsl(0, 0%, 0%);"">Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.</span></p>",https://www.imdb.com/title/tt2473510/,,1
2,Activitate paranormală 4,Paranormal Activity 4,13,4.6,2012-10-16,"<p><span style=""color:hsl(0, 0%, 0%);"">It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.</span></p>",https://www.imdb.com/title/tt2109184/,,1
2,Activitate paranormală 3,Paranormal Activity 3,13,5.8,2011-10-14,"<p><span style=""color:hsl(0, 0%, 0%);"">n 1988, young sisters Katie and Kristi befriend an invisible entity called Toby, who resides in their home.</span></p>",https://www.imdb.com/title/tt1778304/,,1
2,Activitate paranormală 2,Paranormal Activity 2,13,5.7,2010-10-20,"<p><span style=""color:hsl(0, 0%, 0%);"">After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.</span></p>",https://www.imdb.com/title/tt1536044/,,1
2,Activitate paranormală,Paranormal Activity,13,6.3,2007-10-14,"<p><span style=""color:hsl(0, 0%, 0%);"">After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.</span></p>",https://www.imdb.com/title/tt1179904/,,1
2,Insidios,Insidious,13,6.8,2010-09-14,"<p><span style=""color:hsl(0, 0%, 0%);"">A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.</span></p>",https://www.imdb.com/title/tt1591095/,,1
2,El hoyo,El hoyo,18,7.0,2019-09-06,"<p><span style=""color:hsl(0, 0%, 0%);"">A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.</span></p>",https://www.imdb.com/title/tt8228288/,,1
2,Midsommar,Midsommar,16,7.1,2019-06-24,"<p><span style=""color:hsl(0, 0%, 0%);"">A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.</span></p>",https://www.imdb.com/title/tt8772262/,,1
2,Moștenire diabolică,Hereditary,13,7.3,2018-01-21,"<p><span style=""color:hsl(0, 0%, 0%);"">A grieving family is haunted by tragic and disturbing occurrences.</span></p>",https://www.imdb.com/title/tt7784604/,,1
2,Bird Box: Orbește: Barcelona,Bird Box: Barcelona,13,5.3,2023-07-14,"<p><span style=""color:hsl(0, 0%, 0%);"">After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona.</span></p>",https://www.imdb.com/title/tt14400246/,,1
2,Bird Box,Bird Box,13,6.6,2018-11-12,"<p><span style=""color:hsl(0, 0%, 0%);"">Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.</span></p>",https://www.imdb.com/title/tt2737304/,,1
2,Split - Personalitati multiple,Split,21,7.3,2016-09-26,"<p><span style=""color:hsl(0, 0%, 0%);"">Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.</span></p>",https://www.imdb.com/title/tt4972582/,,1
2,Omul invizibil,The Invisible Man,16,7.1,2020-02-24,"<p><span style=""color:hsl(0, 0%, 0%);"">When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.</span></p>",https://www.imdb.com/title/tt1051906/,,1
2,Omul din întuneric 2,Don't Breathe 2,13,6.0,2021-08-12,"<p><span style=""color:hsl(0, 0%, 0%);"">The sequel is set in the years following the initial deadly home invasion, where Norman Nordstrom lives in quiet solace until his past sins catch up to him.</span></p>",https://www.imdb.com/title/tt6246322/,,1
2,Omul din întuneric,Don't Breathe,13,7.1,2016-03-12,"<p><span style=""color:hsl(0, 0%, 0%);"">Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.</span></p>",https://www.imdb.com/title/tt4160708/,,1
2,Fără zgomot 2,A Quiet Place Part II,18,7.2,2020-03-08,"<p><span style=""color:hsl(0, 0%, 0%);"">Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.</span></p>",https://www.imdb.com/title/tt8332922/,,1
2,Fără zgomot,A Quiet Place,18,7.5,2018-03-09,"<p><span style=""color:hsl(0, 0%, 0%);"">A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.</span></p>",https://www.imdb.com/title/tt6644200/,,1
2,It Chapter Two,It Chapter Two,21,6.5,2019-08-26,"<p><span style=""color:hsl(0, 0%, 0%);"">Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.</span></p>",https://www.imdb.com/title/tt7349950/,,1
2,It,It,13,7.3,2017-09-05,"<p><span style=""color:hsl(0, 0%, 0%);"">In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.</span></p>",https://www.imdb.com/title/tt1396484/,,1
2,Avertizarea Doi,The Ring Two,13,5.4,2005-03-17,"<p><span style=""color:hsl(0, 0%, 0%);"">6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.</span></p>",https://www.imdb.com/title/tt0377109/,,1
2,Avertizarea,The Ring,13,7.1,2002-10-02,"<p><span style=""color:hsl(0, 0%, 0%);"">A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.</span></p>",https://www.imdb.com/title/tt0298130/,,1
2,Coborare întunecata 2,The Descent: Part 2,21,5.7,2009-08-25,"<p><span style=""color:hsl(0, 0%, 0%);"">Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.</span></p>",https://www.imdb.com/title/tt1073105/,,1
2,Coborâre întunecata,The Descent,21,7.2,2005-03-11,"<p><span style=""color:hsl(0,0%,0%);"">A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.</span></p>",https://www.imdb.com/title/tt0435625/,,1
2,Splinter,Splinter,13,6.1,2008-10-31,"<p><span style=""color:hsl(0, 0%, 0%);"">Trapped in an isolated gas station by a voracious Splinter parasite that transforms its still-living victims into deadly hosts, a young couple and an escaped convict must find a way to work together to survive this primal terror.</span></p>",https://www.imdb.com/title/tt1031280/,,1
2,Casa celor o mie de cadavre,House of 1000 Corpses,13,6.0,2003-03-13,"<p><span style=""color:hsl(0, 0%, 0%);"">Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.</span></p>",https://www.imdb.com/title/tt0251736/,,1
2,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,13,6.2,2003-10-15,"<p><span style=""color:hsl(0, 0%, 0%);"">After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.</span></p>",https://www.imdb.com/title/tt0324216/,,1
2,Tenebre,Jeepers Creepers,13,6.2,2001-07-20,"<p><span style=""color:hsl(0, 0%, 0%);"">A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.</span></p>",https://www.imdb.com/title/tt0263488/,,2
2,Wrong Turn VI: Last Resort,Wrong Turn VI: Last Resort,13,4.1,2014-08-22,"<p><span style=""color:hsl(0, 0%, 0%);"">An inheritance leads a young man and his friends to an abandoned resort inhabited by two sketchy caretakers and a clan of mutant cannibals.</span></p>",https://www.imdb.com/title/tt3612032/,,1
2,Wrong Turn 5,Wrong Turn 5,13,4.1,2012-10-18,"<p><span style=""color:hsl(0,0%,0%);"">A group of college students, on a trip to the Mountain Man Festival on Halloween in West Virginia, encounter a clan of cannibals.</span></p>",https://www.imdb.com/title/tt2375779/,,1
2,Wrong Turn,Wrong Turn,13,5.5,2021-01-26,"<p><span style=""color:hsl(0, 0%, 0%);"">Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years.</span></p>",https://www.imdb.com/title/tt9110170/,,1
2,Drum interzis 4: Începuturi sângeroase,Wrong Turn 4: Bloody Beginnings,13,4.5,2011-10-25,"<p><span style=""color:hsl(0,0%,0%);"">A group of college students gets lost in a storm during their snowmobiling trip and takes shelter in an abandoned sanitarium which, unbeknown to them, is home to deformed cannibals.</span></p>",https://www.imdb.com/title/tt1865567/,,1
2,Drum interzis 3,Wrong Turn 3: Left for Dead,13,4.6,2009-10-08,"<p><span style=""color:hsl(0, 0%, 0%);"">When their transfer bus crashes in a West Virginia forest, a group of convicts and one a corrections officer meet a rafter who is on the run from cannibalistic hillbillies who have murdered her friends.</span></p>",https://www.imdb.com/title/tt1261978/,,1
2,Drum interzis 2: Fundatura,Wrong Turn 2: Dead End,13,5.4,2007-08-25,"<p><span style=""color:hsl(0, 0%, 0%);"">A group of reality show contestants find themselves fighting for their survival against a family of hideously deformed inbred cannibals who plan to ruthlessly butcher them all.</span></p>",https://www.imdb.com/title/tt0804555/,,1
2,Wrong Turn,Wrong Turn,13,6.1,2003-05-30,"<p><span style=""color:hsl(0, 0%, 0%);"">Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate.</span></p>",https://www.imdb.com/title/tt0295700/,,1
2,Dawn of the Dead,Dawn of the Dead,13,7.8,1978-09-01,"<p><span style=""color:hsl(0, 0%, 0%);"">During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.</span></p>",https://www.imdb.com/title/tt0077402/,,2
2,Dealuri însângerate 2,The Hills Have Eyes II,13,5.1,2007-03-16,"<p><span style=""color:hsl(0, 0%, 0%);"">A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.</span></p>",https://www.imdb.com/title/tt0800069/,,1
2,Ultima casa pe stanga,The Last House on the Left,13,6.5,2009-03-13,"<p><span style=""color:hsl(0, 0%, 0%);"">After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.</span></p>",https://www.imdb.com/title/tt0844708/,,1
2,Day of the Woman,Day of the Woman,13,5.6,1978-05-23,"<p><span style=""color:hsl(0, 0%, 0%);"">An aspiring writer is repeatedly assaulted, humiliated, and left for dead by four men she systematically hunts down to seek revenge.</span></p>",https://www.imdb.com/title/tt0077713/,,1
2,The Last House on the Left,The Last House on the Left,6,5.9,1972-08-02,"<p><span style=""color:hsl(0, 0%, 0%);"">Two teenage girls heading to a rock concert for one's birthday try to score marijuana in the city, where they are kidnapped and brutalized by a gang of psychopathic convicts.</span></p>",https://www.imdb.com/title/tt0068833/,,1
2,Dealuri însângerate,The Hills Have Eyes,13,6.4,2006-03-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.</span></p>",https://www.imdb.com/title/tt0454841/,,1
2,Sălbatic şi mortal,The Hills Have Eyes,13,6.3,1977-06-15,"<p><span style=""color:hsl(0, 0%, 0%);"">On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.</span></p>",https://www.imdb.com/title/tt0077681/,,1
2,Los últimos días,Los últimos días,18,6.1,2013-03-20,"<p><span style=""color:hsl(0, 0%, 0%);"">In this terrifying apocalyptic horror, a mysterious epidemic like no other has swept across the globe, leaving chaos in its wake.</span></p>",https://www.imdb.com/title/tt1935914/,,1
2,Înstrainati,The Divide,21,5.8,2011-03-13,"<p><span style=""color:hsl(0, 0%, 0%);"">Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.</span></p>",https://www.imdb.com/title/tt1535616/,,1
2,Right at Your Door,Right at Your Door,18,6.0,2006-01-23,"<p><span style=""color:hsl(0, 0%, 0%);"">A dirty bomb goes off in Los Angeles, jamming freeways and spreading a toxic cloud.</span></p>",https://www.imdb.com/title/tt0458367/,,1
2,Creatorul,The Creator,18,6.8,2023-09-21,"<p><span style=""color:hsl(0, 0%, 0%);"">Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the secret weapon, a robot in the form of a young child.</span></p>",https://www.imdb.com/title/tt11858890/,,1
1,Vara întunecată,Black Summer,13,6.6,2019-04-11,"<p><span style=""color:hsl(0, 0%, 0%);"">In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.</span></p>",https://www.imdb.com/title/tt8923854/,,1
1,1883,1883,8,8.7,2021-12-12,"<p><span style=""color:hsl(0, 0%, 0%);"">The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.</span></p>",https://www.imdb.com/title/tt13991232/,,1
2,Invadarea lumii: Batalia Los Angeles,Battle: Los Angeles,1,5.7,2011-03-08,"<p><span style=""color:hsl(0, 0%, 0%);"">A squad of U.S. Marines becomes the last line of defense against a global invasion.</span></p>",https://www.imdb.com/title/tt1217613/,,1
2,Legiunea,Legion,1,5.3,2010-01-21,"<p><span style=""color:hsl(0, 0%, 0%);"">When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.</span></p>",https://www.imdb.com/title/tt1038686/,,1
2,9,9,3,7.0,2009-08-19,"<p><span style=""color:hsl(0, 0%, 0%);"">A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.</span></p>",https://www.imdb.com/title/tt0472033/,,1
2,Ziua in care Pamantul se opri,The Day the Earth Stood Still,18,5.5,2008-12-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth</span></p>",https://www.imdb.com/title/tt0970416/,,1
2,Apollo 13,Apollo 13,12,7.7,1995-06-22,"<p><span style=""color:hsl(0, 0%, 0%);"">NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.</span></p>",https://www.imdb.com/title/tt0112384/,,1
2,Întâmplarea,The Happening,18,5.0,2008-06-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.</span></p>",https://www.imdb.com/title/tt0949731/,,1
2,Negura,The Mist,18,7.1,2007-05-09,"<p><span style=""color:hsl(0, 0%, 0%);"">A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.</span></p>",https://www.imdb.com/title/tt0884328/,,1
2,Contagion: Pericol nevazut,Contagion,18,6.8,2011-09-03,"<p><span style=""color:hsl(0, 0%, 0%);"">Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.</span></p>",https://www.imdb.com/title/tt1598778/,,1
2,Furtuna perfecta,The Perfect Storm,18,6.5,2000-06-26,"<p><span style=""color:hsl(0, 0%, 0%);"">An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.</span></p>",https://www.imdb.com/title/tt0177971/,,1
2,Numere fatale,Knowing,16,6.2,2009-03-09,"<p><span style=""color:hsl(0, 0%, 0%);"">M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.</span></p>",https://www.imdb.com/title/tt0448011/,,1
2,Armageddon,Armageddon,1,6.7,1998-06-30,"<p><span style=""color:hsl(0, 0%, 0%);"">After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.</span></p>",https://www.imdb.com/title/tt0120591/,,1
2,Cast & crew User reviews Trivia FAQ IMDbPro  Impact nimicitor,Deep Impact,18,6.2,1998-05-07,"<p><span style=""color:hsl(0, 0%, 0%);"">A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.</span></p>",https://www.imdb.com/title/tt0120647/,,1
2,Razboiul lumilor,War of the Worlds,18,6.5,2005-06-13,"<p><span style=""color:hsl(0, 0%, 0%);"">An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.</span></p>",https://www.imdb.com/title/tt0407304/,,1
2,Ziua independentei,Independence Day,18,7.0,1996-06-25,"<p><span style=""color:hsl(0, 0%, 0%);"">The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.</span></p>",https://www.imdb.com/title/tt0116629/,,1
2,Ziua de poimâine,The Day After Tomorrow,18,6.5,2004-05-17,"<p><span style=""color:hsl(0, 0%, 0%);"">Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.</span></p>",https://www.imdb.com/title/tt0319262/,,1
2,2012,2012,18,5.8,2009-11-11,"<p><span style=""color:hsl(0, 0%, 0%);"">A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.</span></p>",https://www.imdb.com/title/tt1190080/,,1
2,Lupta cu zombi,Shaun of the Dead,5,7.9,2004-03-29,"<p><span style=""color:hsl(0, 0%, 0%);"">The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.</span></p>",https://www.imdb.com/title/tt0365748/,,1
2,Masina timpului,The Time Machine,18,6.0,2002-03-04,"<p><span style=""color:hsl(0, 0%, 0%);"">Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.</span></p>",https://www.imdb.com/title/tt0268695/,,1
2,Terminator - Salvarea,Terminator Salvation,18,6.5,2009-05-14,"<p><span style=""color:hsl(0, 0%, 0%);"">In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?</span></p>",https://www.imdb.com/title/tt0438488/,,1
2,Purtatorii,Carriers,18,6.0,2009-08-18,"<p><span style=""color:hsl(0, 0%, 0%);"">As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.</span></p>",https://www.imdb.com/title/tt0806203/,,1
2,The Matrix Revolutions,The Matrix Revolutions,18,6.7,2003-10-16,"<p><span style=""color:hsl(0, 0%, 0%);"">The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.</span></p>",https://www.imdb.com/title/tt0242653/,,1
2,Matrix - Reîncarcat,The Matrix Reloaded,18,7.2,2003-05-07,"<p><span style=""color:hsl(0, 0%, 0%);"">Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.</span></p>",https://www.imdb.com/title/tt0234215/,,1
2,Matrix,The Matrix,18,8.7,1999-03-24,"<p><span style=""color:hsl(0, 0%, 0%);"">When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.</span></p>",https://www.imdb.com/title/tt0133093/,,1
2,Expresul zapezii,Snowpiercer,18,7.1,2013-07-29,"<p><span style=""color:hsl(0, 0%, 0%);"">In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.</span></p>",https://www.imdb.com/title/tt1706620/,,1
2,Oblivion. Planeta uitata,Oblivion,18,7.0,2013-03-26,"<p><span style=""color:hsl(0, 0%, 0%);"">A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.</span></p>",https://www.imdb.com/title/tt1483013/,,1
2,Dimineata mortii,Dawn of the Dead,13,7.3,2004-03-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.</span></p>",https://www.imdb.com/title/tt0363547/,,1
2,Copiii tatălui,Children of Men,18,7.9,2006-09-03,"<p><span style=""color:hsl(0, 0%, 0%);"">In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.</span></p>",https://www.imdb.com/title/tt0206634/,,1
2,Drumul,The Road,18,7.2,2009-09-03,"<p><span style=""color:hsl(0, 0%, 0%);"">In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.</span></p>",https://www.imdb.com/title/tt0898367/,,1
2,Cartea lui Eli,The Book of Eli,18,6.8,2010-01-11,"<p><span style=""color:hsl(0, 0%, 0%);"">A drifter fights his way across a ravaged, post-apocalyptic America while protecting a sacred book that holds the secrets to humanity's salvation.</span></p>",https://www.imdb.com/title/tt1037705/,,1
2,Legenda vie,I Am Legend,18,7.2,2007-12-05,"<p><span style=""color:hsl(0, 0%, 0%);"">Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.</span></p>",https://www.imdb.com/title/tt0480249/,,1
1,Fear the Walking Dead,Fear the Walking Dead,13,6.8,2015-08-23,"<p><span style=""color:hsl(0, 0%, 0%);"">A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.</span></p>",https://www.imdb.com/title/tt3743822/,,1
2,Hachiko: Povestea unui câine,Hachi: A Dog's Tale,4,8.1,2009-06-13,"<p><span style=""color:hsl(0, 0%, 0%);"">Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.</span></p>",https://www.imdb.com/title/tt1028532/,,1
2,Executorul/Terminatorul,The Terminator,18,8.1,1984-10-26,"<p><span style=""color:hsl(0, 0%, 0%);"">A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.</span></p>",https://www.imdb.com/title/tt0088247/,,1
2,În sălbăticie,Into the Wild,2,8.1,2007-09-01,"<p><span style=""color:hsl(0, 0%, 0%);"">After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.</span></p>",https://www.imdb.com/title/tt0758758/,,1
2,Hotel Rwanda,Hotel Rwanda,4,8.1,2004-09-11,"<p><span style=""color:hsl(0, 0%, 0%);"">Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.</span></p>",https://www.imdb.com/title/tt0395169/,,1
